glove_red=1,avg_KD,avg_SIG_STR_pct,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,total_time_fought(seconds),total_rounds_fought,Height_cms,Reach_cms,Weight_lbs,age,winner_red=1_blue=0_draw=2
1,0.25,0.435,21.5,94.25,55.5,659,6,190.5,187.96,185,31,0
1,0,0.22,2,8.5,4,149,2,200.66,205.74,265,34,0
1,0,0.41,14.25,58,37.75,727,7,170.18,,145,30,0
1,0.65625,0.289375,16.9375,47.1875,18.375,250.125,9,187.96,195.58,185,29,1
1,,,,,,,0,167.64,170.18,135,31,1
1,0,0.332578125,22.8046875,147.8125,77.046875,758.8203125,19,185.42,187.96,185,29,0
1,0.09375,0.223867188,13.0078125,57.67578125,23.546875,445.0429688,22,172.72,180.34,155,27,1
1,2,0.62,43,70,44,626,3,180.34,190.5,145,25,1
1,0.75,0.58875,37.0625,74.5625,45.5625,626.0625,13,185.42,193.04,205,29,0
1,0.2890625,0.35265625,25.8984375,106.5234375,55.921875,782.78125,17,187.96,185.42,230,36,0
1,0,0.509257813,32.54101563,90.609375,59.546875,665.2753906,22,182.88,187.96,170,34,0
1,,,,,,,0,162.56,165.1,125,26,1
1,0.5625,0.423378906,29.66601563,122.2294922,70.7890625,776.984375,25,172.72,177.8,155,31,0
1,,,,,,,0,177.8,180.34,170,22,1
1,,,,,,,0,180.34,185.42,185,31,0
1,0.625976563,0.435839844,14.74023438,40.19921875,15.27734375,345.6230469,16,182.88,182.88,185,29,0
1,0.0078125,0.332174072,11.57019043,37.97998047,16.59692383,446.1030273,30,170.18,177.8,145,28,0
1,,,,,,,0,170.18,177.8,135,30,1
1,0,0.3275,38.5,133,40,736,7,187.96,190.5,185,24,0
1,0.095703125,0.341900635,39.19281006,124.7532349,53.05419922,950.6260376,40,177.8,182.88,170,29,1
1,0,0.5015625,22.625,101.2070313,60.73046875,546.7226563,23,170.18,177.8,145,26,0
1,,,,,,,0,170.18,175.26,135,27,1
1,0,0.449375,11.25,45.90625,28.34375,419.65625,11,187.96,193.04,185,27,0
1,0,0.5128125,21.09375,83.53125,61.625,527.90625,11,177.8,185.42,185,30,0
1,0.25,0.46,21.25,63.875,35,700.5,10,182.88,187.96,205,32,1
1,0,0.5425,16.75,75.75,52,863.75,9,185.42,198.12,185,29,0
1,0,0.555,68,134,78,900,6,187.96,190.5,185,24,0
1,,,,,,,0,182.88,185.42,170,30,1
1,,,,,,,0,182.88,187.96,185,32,1
1,0.25,0.2846875,26.859375,116.46875,45.265625,626.53125,15,177.8,180.34,155,33,0
1,0.75,0.315,15.5,54,31.5,314.5,4,195.58,200.66,205,24,1
1,0.515636444,0.547477913,28.99048615,101.8317528,43.05449295,723.7085304,56,175.26,177.8,155,32,2
1,0.004394531,0.373291016,86.09765625,222.7624512,89.24682617,858.3754883,29,185.42,190.5,185,31,1
1,0,0.39375,43.125,117.375,53.25,614.25,10,172.72,175.26,155,26,1
1,,,,,,,0,172.72,175.26,155,32,1
1,,,,,,,0,,,205,,0
1,,,,,,,0,182.88,,155,30,0
1,0,0.25,2,9,3,63,1,177.8,182.88,265,36,1
1,0.75,0.4925,29.75,106.25,67.25,676,8,175.26,180.34,170,25,1
1,,,,,,,0,162.56,167.64,135,33,0
1,0.03125,0.7403125,20.03125,42.75,27.75,222.6875,11,193.04,213.36,205,23,1
1,,,,,,,0,175.26,193.04,135,30,1
1,,,,,,,0,167.64,167.64,145,25,1
1,0.655761719,0.542290039,38.93066406,90.95996094,57.796875,1217.204102,29,187.96,195.58,185,35,1
1,,,,,,,0,185.42,185.42,155,27,1
1,0.000976563,0.268798828,51.28466797,177.9047852,67.01953125,740.1494141,30,190.5,195.58,205,31,1
1,0,0.355,48.25,180.75,88.25,900,9,193.04,200.66,205,28,1
1,0.046875,0.42109375,85.125,194.9765625,98.40625,892.8984375,22,182.88,182.88,155,31,1
1,0,0.55375,35.375,134.25,93,845.5,12,172.72,180.34,170,30,1
1,0.5078125,0.30296875,18.3046875,62.53125,20.1796875,329.578125,14,185.42,185.42,145,26,0
1,1.25,0.38875,20.875,53,21.875,579.75,7,180.34,187.96,235,31,1
1,0.25,0.5475,52.5,110.5,63,668.5,7,190.5,208.28,265,32,1
1,0.348632813,0.470249023,45.60644531,106.5009766,47.99267578,673.7016602,21,175.26,180.34,155,27,1
1,0,0.32,32.5,112.5,37,656,5,172.72,172.72,145,28,1
1,,,,,,,0,167.64,170.18,135,26,1
1,0.25,0.3525,15.875,56.625,23.5,533.625,7,185.42,190.5,170,28,1
1,0,0,0,10,8,123,1,182.88,182.88,155,23,0
1,0,0.29,13.5,62,37.5,554,4,170.18,,145,30,1
1,0,0.31,16,74,37,873,3,175.26,177.8,125,24,0
1,0,0.445,21,78,55,620,5,177.8,177.8,155,29,1
1,0.14453125,0.397695313,35.55078125,146.6054688,83.0625,830.5390625,20,175.26,182.88,170,34,0
1,1.01953125,0.447285156,50.90820313,123.4765625,55.5390625,796.8046875,25,175.26,180.34,145,24,1
1,0.407714844,0.559667969,21.49169922,50.73046875,28.72363281,509.6547852,24,190.5,198.12,230,33,2
1,0.024536133,0.446553345,44.48019409,191.5358582,129.6567688,777.7963562,35,180.34,185.42,185,30,0
1,,,,,,,0,175.26,182.88,155,21,1
1,0.250976563,0.35078125,66.86914063,244,89.84667969,654.4140625,24,182.88,193.04,170,25,0
1,0.0078125,0.279643555,19.06005859,111.5991211,51.09082031,646.7080078,31,170.18,177.8,155,29,1
1,0,0.371640625,73.2265625,231.1601563,102.1914063,1290.136719,28,167.64,172.72,135,29,2
1,0,0.86,13,41,36,211,1,167.64,177.8,145,35,0
1,0,0.23,4,36.5,17.5,291.75,5,177.8,187.96,170,30,1
1,0,0.4025,25.625,105.875,62.375,817.875,10,175.26,180.34,155,30,1
1,0.1875,0.287734375,25.015625,104.3515625,41.09375,771.0859375,21,172.72,180.34,155,27,1
1,0.367675781,0.299597168,30.87817383,132.9030762,51.9050293,987.9042969,30,175.26,177.8,170,27,1
1,0.5,0.51,13.625,34.8125,21.03125,314.46875,10,210.82,213.36,265,22,1
1,0.015625,0.354348145,17.14038086,56.95996094,27.19384766,778.2060547,29,170.18,177.8,145,28,0
1,0.03125,0.7546875,13.6171875,36.9921875,21.6328125,310.328125,19,182.88,190.5,185,33,0
1,0,0.38234375,15,70.25,45.125,635.421875,15,172.72,190.5,155,29,1
1,0.441467285,0.657179871,66.19805908,228.4530945,182.2247009,1406.22583,43,180.34,193.04,185,29,1
1,,,,,,,0,182.88,,185,30,2
1,0.125,0.55125,32.25,78.625,49.6875,824.625,13,177.8,182.88,155,26,0
1,0,0.37,3,13,6,227,1,182.88,,155,24,0
1,0,0.531875,42.5625,139.75,93.03125,673.625,17,185.42,193.04,170,24,0
1,1.125,0.62375,34.25,73,52.875,511.125,9,175.26,175.26,185,27,0
1,0.28125,0.3371875,19.5859375,99.86816406,59.16210938,674.5498047,21,198.12,200.66,185,28,0
1,,,,,,,0,180.34,,155,26,0
1,0.501953125,0.396918945,40.01367188,135.4555664,71.28369141,608.8847656,30,193.04,200.66,205,33,1
1,,,,,,,0,182.88,182.88,155,22,1
1,,,,,,,0,167.64,177.8,135,27,0
1,,,,,,,0,182.88,187.96,145,25,1
1,,,,,,,0,172.72,,145,27,1
1,,,,,,,0,175.26,177.8,125,24,0
1,,,,,,,0,167.64,167.64,145,31,0
1,0.5,0.335,24.5,91,42,732.5,5,177.8,182.88,170,33,0
1,0,0.6275,45,119.25,81.5,748.75,7,187.96,200.66,205,26,1
1,0,0.41715332,26.76171875,90.11181641,51.72167969,750.8613281,31,177.8,182.88,170,28,0
1,0.75,0.60546875,22.84375,49.703125,34.25,470.96875,15,182.88,190.5,170,29,0
1,0.5,0.31,14.5,52.75,18.25,650.75,7,180.34,195.58,185,31,0
1,0.25,0.49375,35.625,97.5,54.75,555.625,8,182.88,185.42,170,36,0
1,1,0.343172472,23.96710229,56.22447777,31.46846461,492.6185842,49,175.26,185.42,170,37,0
1,1.25,0.40609375,30.109375,94.0625,46.171875,850.78125,20,185.42,185.42,205,32,1
1,0.5,0.299375,34.71875,156.9375,66.53125,790.0625,13,177.8,180.34,155,33,1
1,,,,,,,0,172.72,,145,31,0
1,0,0.41953125,30.609375,112.75,65.953125,744.625,18,175.26,177.8,155,26,1
1,0.125,0.297021484,25.15429688,84.73828125,38.95605469,431.9785156,28,167.64,172.72,145,26,0
1,1,0.56,50,88,50,492,2,185.42,193.04,170,30,1
1,0,0.37625,43.75,99.8125,55.0625,800.6875,11,177.8,190.5,170,30,1
1,0.28515625,0.25765625,55.2421875,216.484375,57.94140625,782.1601563,19,167.64,177.8,145,31,1
1,,,,,,,0,185.42,,170,23,1
1,0.125,0.325,5.875,22.25,10.5,173,6,177.8,177.8,170,32,1
1,0.234375,0.498393555,15.13427734,43.14160156,25.39453125,404.8613281,26,182.88,187.96,185,31,0
1,0,0.1834375,14.21875,55.71875,27.109375,451.71875,20,182.88,187.96,205,39,1
1,0.0625,0.3553125,34.9375,102.71875,40.25,557.9375,12,185.42,195.58,205,33,1
1,0,0.28,19,96,49,521,2,182.88,193.04,170,29,0
1,0.75,0.4125,23.25,72,41,552.25,7,182.88,193.04,205,30,0
1,0,0.535,32.5,87.5,71.5,583.5,4,182.88,187.96,170,36,0
1,0.19140625,0.26380127,30.38562012,110.5064697,33.10839844,1001.252075,37,177.8,182.88,170,28,1
1,0,0.37,22,84,47,521,2,180.34,190.5,170,25,1
1,0.75,0.65,14.25,31.25,18.5,101.5,3,193.04,198.12,245,27,1
1,,,,,,,0,182.88,182.88,170,31,1
1,0.1875,0.68125,23.4375,57.5625,49,444.25,10,190.5,205.74,265,33,0
1,7.63E-06,0.347491441,21.76610374,92.18281364,47.52502298,859.428637,55,190.5,187.96,205,35,0
1,0.09765625,0.482148437,20.4765625,53.01171875,29.91992188,562.0449219,23,180.34,190.5,170,30,0
1,0.625,0.346289063,72.5390625,220.6992188,83.734375,896.8984375,25,175.26,177.8,155,26,1
1,0,0.49,33,119.25,73.5,900,9,182.88,182.88,240,30,1
1,0,0.55,62,123,71,900,3,187.96,190.5,185,23,1
1,1,0.8,17,23,19,133,1,198.12,205.74,205,37,0
1,0.5,0.4825,68.125,217.5,135.125,822,10,185.42,190.5,170,23,0
1,0.1875,0.293125,23.125,103.5,61,1148.0625,15,182.88,187.96,170,28,0
1,,,,,,,0,182.88,185.42,155,22,1
1,0,0.4675,28,101,64.25,710.25,7,185.42,190.5,170,32,0
1,0.047363281,0.440693359,34.61962891,114.0043945,82.97851563,523.21875,25,193.04,208.28,240,35,2
1,0.008789063,0.306582031,54.1953125,177.5249023,59.49365234,816.7509766,26,185.42,190.5,185,31,1
1,,,,,,,0,187.96,187.96,265,27,1
1,0,0.575,32,76,55,536,4,193.04,195.58,230,29,0
1,0.065429688,0.409658203,41.83691406,112.0361328,51.03076172,803.4313965,31,170.18,172.72,155,34,1
1,0,0.373125,38.25,139.4140625,71.4609375,866.4453125,22,170.18,177.8,145,25,1
1,0,0.39875,21.5,89.8125,55.6875,706.3125,10,187.96,193.04,185,27,1
1,0,0.258662109,47.19628906,217.6494141,68.16308594,953.6943359,35,167.64,170.18,155,37,1
1,0.890625,0.329487305,12.50561523,46.10327148,22.26245117,438.3327637,32,167.64,172.72,170,36,0
1,0.5,0.42,18.5,60,28.5,508,4,187.96,190.5,205,34,0
1,0.697265625,0.510498047,18.21289063,45.00195313,22.98535156,447.4033203,18,175.26,180.34,155,27,1
1,0.437988281,0.35383667,5.184173584,15.3130188,5.67401123,217.8248596,21,190.5,200.66,264,31,1
1,0.5,0.595,29,56,40,437,4,190.5,208.28,265,32,1
1,0,0.12,6,59,15,348,2,180.34,,155,26,0
1,,,,,,,0,177.8,182.88,265,36,0
1,0.25,0.5925,47.5,98.25,63.375,749.25,10,177.8,182.88,155,26,1
1,0.46875,0.626787109,17.26855469,46.28320313,32.7890625,601.7226563,25,182.88,187.96,185,31,1
1,0,0.36,24,79,38,565,2,177.8,182.88,170,33,1
1,0.6796875,0.3975,19.13671875,64.14257813,29.73632813,531.3164063,23,175.26,185.42,155,33,1
1,0.125,0.22,14.6875,40.125,17.9375,192.0625,7,185.42,193.04,205,28,0
1,0.5,0.415,33,133.5,91,470.5,4,190.5,190.5,185,28,0
1,0.015625,0.3059375,12.609375,47.0625,16.359375,250.15625,12,185.42,185.42,145,26,1
1,0.375,0.32546875,21.03125,80.703125,38.1875,642.171875,18,172.72,180.34,155,27,1
1,0.875,0.37125,43.125,132,54.375,769.25,10,175.26,180.34,155,24,0
1,0,0.25,11,49,21.25,269,5,175.26,180.34,170,26,1
1,,,,,,,0,180.34,190.5,170,22,1
1,0.015625,0.43859375,19.296875,63.78125,29.625,686.515625,13,177.8,180.34,155,26,1
1,0.5,0.4075,45.5,146.5,64.25,725.5,7,180.34,185.42,155,28,0
1,0,0.248671875,13.546875,62.0234375,25.265625,1008.273438,17,185.42,182.88,170,32,1
1,0,0.34328125,52.453125,177.3203125,62.3828125,1080.273438,23,167.64,172.72,135,28,1
1,0,0.2603125,32.21875,145.25,43.1875,822.28125,14,185.42,187.96,185,29,1
1,0.015625,0.58022954,41.0552907,95.28172922,63.07604408,604.9741139,60,185.42,190.5,205,47,1
1,0.25,0.304625244,36.97363281,157.0345459,65.21350098,695.2337646,31,177.8,187.96,145,34,0
1,0.501953125,0.4215625,39.73828125,130,57.69335938,466.828125,21,182.88,193.04,170,25,1
1,0,0.4575,39.75,158.5,99,900,9,172.72,180.34,170,29,1
1,0,0.5675,29,83.25,57.75,713.25,7,187.96,193.04,170,25,0
1,0.000732422,0.55888916,56.2890625,223.5080566,166.8134766,915.6257324,37,182.88,187.96,170,32,1
1,1,0.41,8.5,25.5,9,132,2,182.88,185.42,263,34,0
1,0,0.465,24.5,73,41.5,900,6,175.26,182.88,205,28,0
1,0.015625,0.349287109,19.12011719,100.1982422,55.18164063,582.4160156,28,170.18,177.8,155,28,1
1,1,0.566344943,45.93420458,96.44895554,60.93692923,790.2371683,48,175.26,185.42,170,36,1
1,0.25,0.5875,40.5,98,71.75,682.25,7,175.26,175.26,185,26,1
1,1.311523438,0.584580078,48.86132813,86.91992188,51.59375,1044.408203,24,187.96,195.58,185,35,1
1,0,0.38859375,8.1328125,22.9296875,9.6875,242.8671875,12,185.42,193.04,170,24,0
1,,,,,,,0,180.34,,205,33,0
1,0,0.45,16.25,49.625,30.0625,306.9375,8,210.82,213.36,265,22,1
1,0.09375,0.583125,20.59375,50.59375,36.15625,615.8125,12,187.96,195.58,170,27,0
1,0.5,0.375,22.75,76.25,30,498.25,5,185.42,190.5,170,28,0
1,0.0625,0.550625,25.0625,67.5,38.5,333.375,10,193.04,213.36,205,23,1
1,0.25,0.384042969,47.30859375,155.4765625,74.91210938,799.9570313,27,167.64,172.72,145,26,0
1,0,0.4575,24.875,67.75,35.625,414.125,7,182.88,180.34,185,32,0
1,0.14453125,0.338007813,4.12109375,11.2734375,4.203125,126.640625,11,187.96,190.5,205,31,0
1,0,0.3075,18,73,35.5,816.625,10,185.42,187.96,205,29,1
1,0,0.4490625,37.21875,140.5,86.90625,589.25,15,175.26,177.8,155,25,0
1,0.25,0.66,11.5,50.25,38.5,509.25,10,170.18,182.88,170,27,0
1,0,0,0,2,0,44,1,177.8,180.34,145,26,0
1,0,0.41125,14.375,69.125,50.5,425.625,6,177.8,185.42,185,29,1
1,0.049072266,0.463106689,42.96038818,152.0717163,97.3135376,675.5927124,32,180.34,185.42,185,29,1
1,0.125,0.360625,37.875,114.4375,47.5,627.875,10,185.42,195.58,205,32,0
1,0,0.30875,21.4375,114.875,51.0625,680.125,10,177.8,180.34,155,32,1
1,0.01574707,0.27256958,42.84384155,121.6977539,55.41629028,481.2841187,37,180.34,172.72,170,35,1
1,0.375,0.8325,38.875,78.125,70,449.5,8,190.5,205.74,265,32,1
1,0.5,0.345,16.5,68,40,619.5,5,182.88,193.04,205,30,0
1,0.5,0.47,18.5,45.5,22,136,2,193.04,198.12,245,27,1
1,0.5625,0.364375,11.171875,53.73632813,35.32421875,449.0996094,18,198.12,200.66,185,27,1
1,1,0.35,19,66.5,25.5,546.5,4,180.34,195.58,185,30,1
1,0.3125,0.345625,46.5,179.75,77.3125,862.375,13,175.26,180.34,170,34,0
1,0,0.29,29,98.5,29,900,6,182.88,182.88,240,30,1
1,,,,,,,0,180.34,190.5,170,25,1
1,0.098144531,0.476213379,43.92077637,186.1434326,128.6270752,794.1854248,30,180.34,185.42,185,29,1
1,,,,,,,0,185.42,,185,26,0
1,0,0.03,1,50,20,900,3,175.26,175.26,155,31,1
1,0.130859375,0.459316406,31.67382813,82.07226563,50.06152344,706.862793,28,170.18,172.72,155,34,0
1,0.078613281,0.23246582,21.11767578,78.75976563,23.61865234,577.484375,27,187.96,193.04,185,34,0
1,,,,,,,0,185.42,187.96,185,22,1
1,,,,,,,0,177.8,,185,30,0
1,0,0.61,58,140,103,800,3,193.04,195.58,230,29,0
1,,,,,,,0,187.96,190.5,185,23,1
1,0.5,0.398085938,68.6171875,193.953125,87.82421875,699.9140625,24,167.64,172.72,145,26,0
1,1.125,0.3825,14.5,44.875,21.25,570.625,9,180.34,187.96,170,29,0
1,0.15625,0.450625,23.59375,74.09375,44.6875,577.125,11,187.96,185.42,230,35,1
1,0.1875,0.408125,16.7265625,43.203125,21.109375,924.1796875,20,182.88,193.04,185,30,0
1,0,0.14,3,21,3,358,2,193.04,198.12,265,28,1
1,0,0.39,31,173,119.5,900,6,187.96,190.5,170,26,1
1,0.15625,0.4540625,44.125,177.15625,119.5,825.40625,15,172.72,177.8,155,30,0
1,0.041362762,0.235323124,16.94943428,65.40192366,17.15077257,426.9599848,44,187.96,193.04,205,40,0
1,0,0.465,18,72,45.5,520.5,4,185.42,190.5,170,32,1
1,0,0.61,16,39,28,900,3,177.8,187.96,170,29,0
1,0,0.445,5.75,51.5,38.75,391.25,6,182.88,187.96,170,34,1
1,0.39453125,0.360996094,22.42578125,63.00390625,25.97070313,686.8066406,17,175.26,180.34,155,27,1
1,0.017578125,0.283164063,32.390625,129.0498047,41.98730469,733.5019531,23,185.42,190.5,185,31,1
1,1,0.8,4,6,5,7,1,190.5,198.12,260,24,0
1,0.75,0.4025,22.25,77,41.75,638.5,7,175.26,180.34,155,24,1
1,0,0.44375,50.25,175.625,106.375,846.75,11,180.34,180.34,205,34,0
1,0.3828125,0.267602539,36.77124023,129.0129395,41.21679688,1102.50415,34,177.8,182.88,170,28,0
1,1.5,0.4521875,43.21875,130.125,65.34375,801.5625,17,185.42,185.42,205,31,0
1,0,0.4925,77.5,146.625,85.125,701.375,8,177.8,190.5,170,29,0
1,0.3125,0.32875,29.875,76.375,30.75,367.25,8,187.96,195.58,185,29,0
1,0,0.3078125,28.625,121.25,60.25,613.25,13,172.72,175.26,155,29,1
1,0,0.31,20.5,98,28,593.5,4,187.96,190.5,185,25,0
1,0.020507813,0.389921875,19.0390625,80.49267578,48.46826172,500.340332,23,177.8,177.8,170,36,1
1,0,0.3575,29.5,88.75,47.5,688.75,7,182.88,187.96,205,26,0
1,0.320800781,0.386283569,15.23626709,53.0921936,27.07901001,401.0840454,32,177.8,185.42,170,32,1
1,0.5,0.585,28,73.5,48.75,598.5,7,177.8,182.88,155,26,0
1,0.1953125,0.374296875,18.953125,56.0234375,24.83984375,619.0898438,21,180.34,190.5,170,30,0
1,0.25,0.312578125,75.078125,254.3984375,91.46875,893.796875,22,175.26,177.8,155,26,0
1,0,0.4,27,76,36,900,3,187.96,195.58,235,36,0
1,0,0.44,22,91,60,391,2,185.42,190.5,185,28,1
1,0,0.753320313,4.80859375,22.07226563,16.06835938,235.9882813,19,190.5,203.2,185,34,0
1,0,0.25,1.875,4.5,1.875,80.375,4,180.34,177.8,170,35,0
1,1.109375,0.463359375,32.8203125,88.765625,41.5625,1023.5,22,185.42,187.96,185,31,0
1,0.125091553,0.549823303,60.92388916,181.6540222,132.4359436,1205.668243,45,175.26,177.8,155,31,0
1,1.623046875,0.629160156,36.72265625,61.83984375,41.1875,588.8164063,19,187.96,195.58,185,34,1
1,0.125,0.38875,13.34375,52.47265625,34.6484375,428.1992188,16,198.12,200.66,185,27,0
1,0,0.455,30,103.5,66.5,526.5,4,187.96,193.04,170,25,0
1,0,0.572689886,21.86840916,68.89791107,50.87385845,700.4743366,45,175.26,185.42,170,36,1
1,0,0.44,11.5,35.5,18,268.5,2,185.42,190.5,170,27,1
1,1,0.26,6,23,6,41,1,195.58,200.66,205,23,0
1,0.15625,0.38515625,23.015625,62.515625,24.4375,448.1875,16,185.42,185.42,155,24,0
1,0,0.258125,27.4375,136,63.8125,657.5,13,175.26,177.8,155,25,1
1,0,0.26,26,100,26,900,3,182.88,182.88,240,30,1
1,0.5,0.339250488,22.94726563,104.0690918,56.42700195,618.4675293,28,177.8,187.96,145,33,1
1,0,0.525,66.5,149.5,89,739,5,172.72,175.26,155,25,1
1,0.0625,0.3990625,25.1875,98.34375,34.71875,776.21875,14,175.26,177.8,155,28,0
1,0,0.51671875,29.6171875,97.03515625,65.1484375,875.5546875,26,170.18,177.8,155,34,0
1,1,0.515,30,82,54.5,551,4,180.34,185.42,155,28,1
1,1,0.22,8,36,9,225,1,182.88,185.42,263,33,1
1,0,0.39,14.5,76.5,48.5,571.5,4,175.26,180.34,155,29,1
1,1.046875,0.37484375,38.05078125,140.8242188,78.25,583.8671875,15,182.88,182.88,185,38,0
1,0.25,0.3140625,29.50390625,130.625,46.59375,846.2734375,26,187.96,190.5,170,28,1
1,0,0.25,21,96,34,804,3,180.34,195.58,185,30,1
1,,,,,,,0,177.8,177.8,155,29,1
1,0.75,0.3109375,19.0625,72.40625,34.375,384.34375,15,172.72,180.34,155,26,1
1,0,0.39,10.875,66.375,45.375,607.5,9,172.72,180.34,170,30,1
1,0,0.5840625,33.328125,88.875,60.375,822.203125,16,182.88,187.96,170,33,1
1,0.00390625,0.283125,45.4765625,176,61.38671875,766.65625,20,182.88,193.04,170,24,1
1,0.25,0.423515625,24.6640625,115.9179688,76.15625,747.9375,20,172.72,177.8,155,30,1
1,0.88293457,0.574359741,73.39611816,255.906189,190.4494019,1312.45166,38,180.34,193.04,185,28,1
1,0.875976563,0.40767334,7.368347168,20.6260376,8.348022461,207.6497192,20,190.5,200.66,264,30,0
1,0.1875,0.60625,24.1875,57.1875,41.3125,331.625,9,187.96,195.58,170,26,0
1,0,0.42,15,62,36,900,3,175.26,182.88,205,28,0
1,0,0.5975,39.25,165,130.125,866.5,12,185.42,193.04,170,24,1
1,0.251953125,0.431679688,16.48046875,51.3984375,17.5546875,510.2460938,15,182.88,182.88,185,28,1
1,0.5,0.57,17,89.5,69,897.5,9,170.18,182.88,170,27,1
1,0.03125,0.278574219,24.24023438,98.39648438,38.36328125,644.8320313,26,170.18,177.8,155,28,1
1,0,0.3175,27.5,116.75,41,696.75,7,187.96,195.58,205,29,0
1,0.875,0.48125,26.875,64.625,31.625,260.375,6,193.04,195.58,238,26,1
1,0.25,0.45,10.75,39.5,20,302,5,177.8,177.8,170,31,0
1,0.815429688,0.499335938,37.98339844,90.4609375,50.44726563,820.3095703,23,190.5,198.12,230,32,0
1,0.094726563,0.321386719,16.23925781,41.00878906,28.95703125,370.4375,22,193.04,208.28,240,34,1
1,0,0.25,12,50,14,225,1,193.04,198.12,245,27,1
1,0,0.45125,22.125,97.09375,47.03125,582.375,9,190.5,193.04,185,32,0
1,0,0.405,40.5,186,108,900,6,172.72,180.34,170,29,1
1,0.031494141,0.40513916,83.68768311,229.3955078,108.8325806,861.5682373,36,180.34,172.72,170,35,1
1,0.25,0.33125,27.75,94.875,38,591.75,7,185.42,195.58,205,32,1
1,0,0.4575,18,55.625,39.375,512.625,7,187.96,193.04,185,26,1
1,0.1875,0.635625,53,172.75,131.5625,476.5,9,185.42,195.58,240,27,1
1,0.3125,0.44125,18.1875,46.1875,24.375,554.25,9,187.96,185.42,230,35,1
1,0,0.3975,22.875,113.75,55.125,460.25,7,177.8,180.34,155,32,1
1,1.25,0.385,35.75,134,62.5,709.5,7,187.96,187.96,205,26,1
1,0.328125,0.3228125,25.59375,104.984375,39.265625,611.265625,15,180.34,187.96,205,33,1
1,,,,,,,0,187.96,190.5,185,28,1
1,0,0.2346875,4.1875,20.09375,12.0625,133.09375,9,185.42,182.88,170,32,1
1,0.7890625,0.311992188,10.8515625,40.0078125,12.94140625,473.6132813,14,175.26,180.34,155,26,1
1,0.78125,0.328974609,13.01123047,56.20654297,32.52490234,733.6655273,31,167.64,172.72,170,35,1
1,0.03125,0.51045908,38.1105814,97.56345844,58.15208817,840.9482279,58,185.42,190.5,205,46,1
1,0.3125,0.418125,26.25,135.3125,93,750.8125,12,172.72,177.8,155,30,1
1,1.25,0.405,20,62.75,31.5,727.25,7,180.34,187.96,170,29,1
1,0.125,0.308125,24.375,125.6875,29.4375,652.4375,11,175.26,177.8,155,28,1
1,0,0.398125,57.03125,225.09375,114.78125,758.1875,14,185.42,185.42,205,32,1
1,,,,,,,0,187.96,200.66,205,25,1
1,0,0,0,1,0,147,1,187.96,193.04,258,34,1
1,,,,,,,0,185.42,190.5,185,28,1
1,0,0.305,19.5,86,41,634.5,5,175.26,180.34,170,25,1
1,0,0.455,68,122.25,75.25,502.75,5,177.8,190.5,170,29,1
1,1,0.545,20.5,53,33,208.5,3,182.88,185.42,170,35,1
1,1,0.42,35.5,101.5,42,516.5,4,177.8,177.8,155,28,1
1,,,,,,,0,182.88,193.04,170,20,1
1,0.046875,0.338125,25.859375,102.125,49.21875,877.3125,18,175.26,177.8,155,30,1
1,0,0.37625,21.5,114.828125,69.921875,832.890625,19,170.18,177.8,145,25,2
1,0.196289063,0.352426758,27.84155273,132.2868652,76.25415039,688.3708496,27,180.34,185.42,185,29,1
1,,,,,,,0,180.34,195.58,185,30,1
1,0,0.3275,34.75,146.75,59,834.75,9,172.72,177.8,155,25,1
1,0,0.575,29,80.25,52.25,675,7,182.88,182.88,185,28,1
1,0.5,0.361875,32.125,116.8125,57.75,617.6875,14,172.72,180.34,155,26,1
1,0.1328125,0.393046875,17.984375,53.0390625,27.5703125,384.1484375,13,182.88,182.88,170,27,1
1,0.03125,0.171875,10.21875,57.125,14.71875,315.3125,11,185.42,185.42,145,25,1
1,0,0.42,27,65,29,151,1,175.26,193.04,170,26,1
1,0.75,0.5425,39.75,92.25,46.25,393.75,5,193.04,195.58,238,25,1
1,0.5,0.27515625,56.15625,227.796875,72.9375,887.59375,19,175.26,177.8,155,25,1
1,0.14453125,0.282558594,18.50976563,55.17578125,21.81835938,611.953125,26,182.88,190.5,205,30,1
1,0,0.44,33.5,82,44.5,566.5,4,182.88,180.34,185,31,1
1,0,0.26,29,188,91,900,3,172.72,180.34,155,27,1
1,2,0.47,28,93,55,900,3,175.26,180.34,170,24,1
1,0.751953125,0.41534668,12.73669434,36.2520752,14.69604492,343.2994385,19,190.5,200.66,264,30,1
1,1,0.46,7,15,7,29,1,175.26,175.26,185,26,1
1,0.125,0.44859375,32.953125,95.203125,51.5,774.5625,15,177.8,172.72,155,26,1
1,0.002929688,0.465556641,26.15625,177.0322266,134.2539063,962.5029297,31,182.88,187.96,170,31,1
1,0,0.398500977,23.89453125,106.1381836,69.85400391,797.9350586,26,177.8,187.96,145,33,1
1,0.50390625,0.442734375,49.17578125,102.6953125,51.33203125,745.7226563,20,187.96,190.5,185,25,1
1,0,0.54,7,31.5,25.25,249.75,4,210.82,213.36,265,21,1
1,0.250183105,0.569646606,51.84777832,150.3080444,115.8718872,1054.336487,40,175.26,177.8,155,30,1
1,0,0.36,15.75,100.75,69.75,714,7,172.72,180.34,170,29,1
1,0,0.61,13,35,26,294,1,185.42,190.5,170,27,1
