glove_red=1,avg_KD,avg_SIG_STR_pct,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,total_time_fought(seconds),total_rounds_fought,Height_cms,Reach_cms,Weight_lbs,age,winner_red=1_blue=0_draw=2
1,0,0.39125,26,98.375,57.75,458,10,167.64,172.72,135,30,1
1,0,0.51,38,89,45,701,5,175.26,177.8,155,26,1
1,0,0.605,57,151,111.5,900,6,185.42,187.96,170,33,1
1,0,0.8,4,9,8,299,1,170.18,,115,38,0
1,0,0.53,55,124,76,900,3,162.56,160.02,115,29,1
1,0.00213623,0.378445053,22.11720276,55.90561676,25.93661499,429.3360214,41,172.72,180.34,155,31,0
1,0.125,0.505,24.5,74,47.375,708,8,185.42,182.88,185,35,1
1,0.5,0.5128125,13.96875,40.15625,16.59375,475.0625,13,190.5,203.2,205,32,1
1,0.2578125,0.263535156,34.86914063,118.7109375,47.671875,479.2109375,27,170.18,175.26,135,31,0
1,0.572807312,0.512477226,25.87491226,63.24549103,28.04373169,655.0324707,50,185.42,187.96,185,36,0
1,0.1796875,0.38671875,47.703125,144.3984375,69.25,1292.765625,23,172.72,177.8,145,31,0
1,0,0.57,34.5,95,61.5,480.5,4,190.5,200.66,205,25,0
1,0,0.57,8,64,48,485,2,162.56,165.1,115,30,0
1,0.5,0.525,15,62.5,47,279.5,3,182.88,193.04,185,31,0
1,0,0.51,52,168.5,96,675.5,5,182.88,185.42,170,34,0
1,0.046875,0.401875,16,45,22.078125,368.171875,13,170.18,162.56,145,27,1
1,0,0.48,109,271,147,900,3,167.64,165.1,125,29,0
1,0.125,0.5925,27.375,45.875,29.375,446.75,7,185.42,200.66,205,35,1
1,,,,,,,0,165.1,177.8,135,25,0
1,0,0.25,21,128,65,900,3,182.88,185.42,170,26,1
1,,,,,,,0,182.88,190.5,170,28,1
1,0,0.5425,20,43,23,519,7,182.88,182.88,170,32,1
1,0.017578125,0.33875,40.99414063,141.234375,46.70117188,530.5703125,22,190.5,190.5,170,33,0
1,0.188743591,0.508931961,11.94166183,31.23445892,13.20658493,310.8689995,30,187.96,193.04,242,35,0
1,0.5,0.665,29.5,66,49,849,6,182.88,187.96,247,32,0
1,,,,,,,0,165.1,,115,23,0
1,,,,,,,0,167.64,185.42,135,23,1
1,0,0.42,3,7,3,61,1,177.8,,155,25,0
1,0.5,0.49875,60.5625,156.03125,87.59375,890.59375,17,180.34,187.96,170,30,0
1,0.234375,0.458632813,52.58203125,132.0390625,59.00390625,1071.445313,21,167.64,167.64,145,29,1
1,0.078308105,0.325383301,16.23773193,61.79736328,22.71960449,419.473877,42,175.26,177.8,155,35,0
1,0.0625,0.4225,22.5625,95.90625,55.125,548.8125,12,185.42,190.5,170,27,1
1,0.250030518,0.39581892,31.34789085,109.6898403,50.20738602,671.2097969,55,170.18,177.8,155,33,1
1,0,0.43,33,119,66,299,1,167.64,175.26,135,25,1
1,0.5,0.51078125,28.1484375,58.57910156,30.7578125,274.4804688,24,175.26,182.88,155,26,1
1,,,,,,,0,190.5,193.04,235,33,0
1,0,0.5425,26.5,99.5,70.75,778.25,9,167.64,167.64,125,31,1
1,0,0.55,10,18,10,217,1,187.96,190.5,170,32,1
1,0,0.385,30,106.25,54,820.75,8,182.88,190.5,155,35,1
1,0,0.51,17,50,27.75,431.5,5,172.72,175.26,145,26,1
1,0.25,0.3728125,8,27.875,13.3125,256.5,10,170.18,185.42,145,27,1
1,0,0.42,25.5,89.5,37,598.5,4,177.8,180.34,170,28,1
1,0.0703125,0.5421875,30.359375,78.3125,49.8515625,841.9765625,18,175.26,177.8,155,36,1
1,0.5,0.42419857,31.78884125,129.438488,79.31604767,938.2872429,48,185.42,182.88,170,37,1
1,0,0.42,65.5,168,77,746,5,182.88,187.96,145,30,1
1,0.25390625,0.788046875,11.671875,27.15625,16.84375,275.4960938,14,182.88,187.96,170,30,1
1,0,0.475,22,66,33.5,536.5,5,177.8,177.8,155,25,1
1,0,0.555,21,52.25,37.5,577.5,7,175.26,182.88,155,29,2
1,0,0.33,23,114,62,900,3,172.72,,155,35,0
1,,,,,,,0,162.56,,125,32,0
1,0,0.55,58,155,101,740.5,5,185.42,190.5,185,26,1
1,0.042114258,0.44989624,108.7502441,280.4140625,142.9178467,1389.422974,39,175.26,175.26,185,31,1
1,0,0.46,42,180,107,686,3,154.94,160.02,115,27,0
1,0.4375,0.385980225,25.43566895,68.1361084,29.10375977,455.5646973,34,172.72,175.26,155,30,1
1,0,0.330830078,33.82324219,98.09863281,46.53710938,650.359375,31,160.02,162.56,125,33,0
1,0.555175781,0.362431641,18.95825195,60.30493164,20.70947266,476.2695313,26,182.88,185.42,263,38,0
1,0.1875,0.5253125,21.15625,50.65625,30.90625,357.4375,11,177.8,182.88,155,28,0
1,0.251953125,0.374589844,28.11523438,78.43554688,32,551.7519531,24,172.72,182.88,155,29,0
1,0,0.555,36.5,127.5,99.5,634.5,5,180.34,,155,28,0
1,0,0.39375,68.75,191,80.75,897.375,12,167.64,175.26,125,21,0
1,0,0.60125,28.625,99.375,72.625,550.5,10,187.96,190.5,265,28,1
1,0,0.46,6,18,11,273,1,170.18,,135,20,0
1,0.092529297,0.364367676,17.10620117,55.81079102,19.72485352,506.71875,29,175.26,180.34,170,29,1
1,0,0.505,37.5,102.5,60.5,485.5,4,187.96,190.5,170,26,0
1,0.009765625,0.281362305,12.43920898,32.75732422,21.45043945,342.6291504,26,182.88,180.34,185,37,0
1,0,0.5,3,6,3,126,1,170.18,,135,27,2
1,0.1328125,0.3596875,23.578125,90.40625,45.03125,588.609375,15,180.34,193.04,155,31,1
1,0.25,0.72625,16.375,41.875,34.125,142.875,6,170.18,167.64,135,28,1
1,0,0.5225,43,88.5,51.25,599.5,7,170.18,170.18,135,26,0
1,0,0.41375,49.25,124,55,664.625,8,187.96,185.42,170,28,0
1,0.5,0.54,52,108.5,61,581.5,4,182.88,185.42,170,33,1
1,0,0.795,7.5,12.5,8.75,138.75,3,190.5,200.66,260,30,1
1,,,,,,,0,177.8,177.8,145,28,1
1,0.125,0.351875,15.4375,58.4375,26.3125,631.4375,11,185.42,198.12,185,30,0
1,1,0.34,17.5,59,21,490,4,182.88,185.42,170,28,1
1,0.375,0.502226563,21.875,68.8046875,44.90625,645.828125,21,175.26,180.34,135,34,0
1,0.34375,0.4671875,29.1875,71.375,40.9375,526.90625,12,193.04,208.28,264,35,0
1,0.25,0.30125,19,80.875,31.375,748.875,9,172.72,185.42,155,28,0
1,0,0.65375,53,119.25,73.125,541.125,9,154.94,157.48,115,23,0
1,0.3671875,0.463945313,38.08886719,90.08496094,38.13867188,599.8730469,24,180.34,190.5,145,29,0
1,0,0.465,54,108.25,57,750.75,8,180.34,190.5,170,23,0
1,0,0.38,62,195,88,900,3,175.26,177.8,145,27,0
1,0,0.27,27,97,27,900,3,170.18,172.72,145,29,1
1,0,0.56,66,140,77.5,900,6,175.26,185.42,155,34,1
1,0.5,0.4875,29.75,90.25,54.5,900,9,167.64,170.18,170,33,0
1,0.5546875,0.396328125,39.8828125,139.8125,76.8984375,882.140625,22,175.26,180.34,155,29,1
1,0.133789063,0.480336914,54.51806641,117.7114258,66.47509766,757.984375,43,175.26,177.8,170,31,1
1,0,0.55,7,22.5,13.5,518.5,4,162.56,160.02,135,21,1
1,0,0.28,11.75,73.25,39.75,713.75,7,180.34,182.88,145,29,1
1,0.125,0.4565625,51.078125,168.7421875,102.359375,768.4765625,21,190.5,203.2,170,27,1
1,0,0.52,25,59,33,267,1,182.88,177.8,185,37,1
1,0.638671875,0.541171875,60.19335938,124.46875,68.8671875,486.2363281,24,180.34,175.26,145,23,1
1,1,0.52,35,163,119,900,3,177.8,180.34,170,26,1
1,0,0.3875,27.5,99.5,53,900,9,162.56,162.56,125,31,1
1,0.008056641,0.50696991,40.65982056,111.08078,74.42770386,865.0500183,36,185.42,195.58,205,34,0
1,0.003921509,0.459520111,28.06864929,87.87771606,48.87561035,638.4116364,33,177.8,180.34,155,30,0
1,0.75,0.58375,23.125,47,27.25,341.25,7,182.88,185.42,170,25,0
1,0.78125,0.6509375,18.46875,45.59375,26.6875,354.625,11,175.26,187.96,170,32,1
1,0,0.431875,63.375,189.1875,103.3125,900,15,165.1,162.56,125,30,0
1,0.275871277,0.568473282,12.85829163,40.60874939,27.99682617,378.9094391,39,187.96,195.58,185,39,2
1,0.754394531,0.478828125,16.90722656,47.33740234,25.42285156,397.234375,29,185.42,198.12,185,33,1
1,0,0.48,40.125,122.75,74.75,854.125,12,167.64,167.64,135,28,1
1,0.140625,0.478427734,33.55371094,89.39160156,52.40039063,817.484375,30,182.88,195.58,185,32,1
1,0.25,0.2775,23.75,71,26,475,5,187.96,193.04,205,31,1
1,0,0.75,3,5,4,20,1,187.96,,185,30,0
1,0,0.6140625,47.21875,135.8125,92.875,638.21875,13,177.8,187.96,170,30,1
1,0.615234375,0.435117188,52.79296875,152.84375,70.83203125,749.4804688,21,195.58,200.66,205,28,0
1,0.0625,0.41375,35.0625,127.0625,75.3125,865,15,172.72,175.26,145,25,0
1,0,0.401875,17.4375,43.4375,18.375,296.625,10,172.72,172.72,145,32,0
1,0.275634766,0.37342041,13.71557617,44.10131836,21.50634766,717.6171875,37,180.34,187.96,185,44,0
1,0,0.281108398,38.99609375,174.8579102,72.98535156,880.5307617,32,187.96,200.66,205,30,0
1,0,0.40625,51.125,146.875,71.25,810.875,10,182.88,190.5,170,28,0
1,0.125,0.53,28.25,75.375,53.875,260.625,6,190.5,195.58,205,22,1
1,0.5,0.6125,19.25,58.25,26.5,480.5,7,175.26,185.42,155,26,1
1,0,0.3,27,148,80,900,3,172.72,177.8,145,23,1
1,0.5,0.405,53.5,136.5,58.5,900,6,162.56,162.56,125,35,1
1,0,0.3,26,120,46,900,3,190.5,195.58,240,24,1
1,0,0.435,14.5,119.5,83.5,900,6,180.34,180.34,155,24,0
1,0,0.371875,43.25,138.625,61.5625,710.5,14,180.34,177.8,155,28,0
1,0.875,0.3625,18.25,57.625,25.375,235.125,6,175.26,187.96,155,26,1
1,0.485595703,0.473836975,47.51400757,113.4021301,60.02468872,779.7330933,33,185.42,185.42,155,31,1
1,0.251953125,0.61015625,39.11328125,119.2519531,88.87890625,895.7050781,31,170.18,182.88,170,31,0
1,0.5,0.455,18,57.5,37.5,543,4,177.8,175.26,125,26,1
1,0.25,0.44625,36.625,94.125,44,750,10,182.88,200.66,185,30,1
1,0,0.4,33,76,37,706.5,5,185.42,190.5,170,27,1
1,1,0.17,13,80,20,454,2,177.8,182.88,155,25,1
1,0,0.24,22,99,29,900,3,175.26,175.26,145,28,1
1,0,0.2,2,10,2,61,1,195.58,,205,28,0
1,0,0.36,41,142,70,900,3,170.18,,125,28,0
1,0.971191406,0.50767395,58.02801514,121.8042603,66.04937744,659.4661865,30,185.42,185.42,155,31,1
1,0.0625,0.48375,23.171875,76.359375,47.671875,490.453125,13,182.88,190.5,260,30,1
1,0.001953125,0.3853125,30.10546875,91.7421875,43.58789063,697.75,27,185.42,187.96,185,27,1
1,0.375,0.468125,24.75,84.1875,54.9375,659.375,11,175.26,180.34,185,36,2
1,0.5625,0.3246875,21.1875,63.09375,24.09375,434.875,14,162.56,180.34,135,29,0
1,0.082092285,0.603223267,113.5664673,207.1264648,128.7475586,1286.563843,42,193.04,213.36,205,27,1
1,0.5,0.62,39.25,97.75,63.5,471.75,6,165.1,167.64,125,24,1
1,0.265625,0.401621094,26.04394531,93.77246094,35.53808594,745.71875,29,175.26,180.34,155,35,0
1,0.5,0.535,10,24,15,243.5,2,182.88,185.42,185,27,1
1,0,0.42,12,86,65,900,3,175.26,,135,24,0
1,0.000488281,0.350961914,32.1784668,103.1916504,37.98339844,442.4665527,31,177.8,177.8,155,33,1
1,0.5078125,0.57609375,21.34375,50.3125,29.6875,475.9921875,13,182.88,187.96,170,30,1
1,0.145614624,0.394954453,39.74982452,107.4909821,44.08746338,1248.064941,49,185.42,187.96,185,36,1
1,0,0.27,19,85,33,900,3,187.96,200.66,185,24,0
1,0.3828125,0.323828125,46.9296875,185.296875,55.28125,911.3515625,24,167.64,177.8,145,27,1
1,0,0.4375,6.5,23,17.75,366.25,5,175.26,175.26,145,32,0
1,0.125,0.65,12.5,30.75,16.75,441,8,175.26,185.42,185,32,1
1,1,0.7,7,10,7,20,1,185.42,190.5,253,29,1
1,0.25,0.48,65,180.25,99,880.5,9,180.34,185.42,155,28,0
1,0,0.44,21,136,103,900,3,185.42,195.58,185,35,1
1,0,0.31,30.5,112.5,44.5,714,5,170.18,175.26,135,31,1
1,0,0.38,8,36,22,625,3,182.88,190.5,185,25,0
1,0.03125,0.253613281,36.5390625,195.6484375,89.56445313,824.0126953,25,177.8,180.34,145,30,0
1,0.377487183,0.517863922,17.88332367,50.46891785,20.41316986,502.737999,29,187.96,193.04,242,35,0
1,0,0.39453125,5.6015625,14.4453125,7.1484375,174.7578125,12,182.88,177.8,185,32,0
1,0.03125,0.31,13.25,51.71875,23.28125,552.96875,16,167.64,167.64,125,30,1
1,0.817382813,0.520815125,26.33627319,64.04147339,35.66552734,425.3728943,40,172.72,177.8,155,30,1
1,0.5625,0.85375,35,66.125,56.3125,373.6875,9,193.04,203.2,265,34,1
1,0,0.42,70,228,132,900,3,162.56,160.02,115,26,0
1,0.046875,0.316171875,22.1953125,76.9296875,32.7890625,465.8671875,17,172.72,180.34,155,30,0
1,0.624511719,0.451450195,55.13623047,135.1313477,66.46728516,1151.770996,29,193.04,195.58,238,30,1
1,0,0.33,41,152,69,900,3,175.26,,155,26,1
1,0,0.59,22,73,50,900,3,175.26,182.88,155,29,0
1,,,,,,,0,172.72,175.26,135,28,0
1,,,,,,,0,162.56,162.56,135,27,1
1,0.5,0.4825,28,81.5,31.75,465,7,177.8,177.8,155,32,2
1,,,,,,,0,162.56,165.1,115,30,1
1,0.625,0.32625,33.125,102.875,38.625,605.875,9,177.8,182.88,155,29,0
1,0.128944397,0.404623604,47.30841446,161.0106964,55.52449036,1067.480087,50,175.26,180.34,145,28,0
1,,,,,,,0,165.1,170.18,115,31,1
1,,,,,,,0,154.94,160.02,115,27,1
1,,,,,,,0,167.64,162.56,125,25,0
1,,,,,,,0,167.64,165.1,125,28,1
1,,,,,,,0,157.48,162.56,115,26,1
1,,,,,,,0,154.94,152.4,115,25,1
1,,,,,,,0,160.02,,115,33,0
1,0,0.64,24,45,28,61,1,190.5,200.66,205,25,1
1,0.75,0.59,23.75,63.5,25,252.5,5,190.5,198.12,260,28,1
1,0.265625,0.359375,27.15625,104.8125,52.0625,618.21875,13,180.34,193.04,155,30,1
1,0.375,0.540625,12.3125,30.3125,18.8125,301.875,9,177.8,182.88,155,27,1
1,1,0.52,22,42,22,71,1,182.88,193.04,185,31,0
1,0.193359375,0.495429688,36.12304688,97.375,44.9140625,819.5351563,18,198.12,200.66,255,32,1
1,0.12890625,0.478808594,22.97460938,67.64257813,43.12304688,565.4492188,29,167.64,170.18,135,35,1
1,0.084228516,0.41979248,106.5004883,296.828125,140.8356934,1278.845947,34,175.26,175.26,185,31,0
1,0,0.545,81,156,86.5,900,6,170.18,170.18,135,26,1
1,0,0.3975,59.5,162,65.5,894.75,9,167.64,175.26,125,21,1
1,0.5,0.46,31,94.5,31,408,4,182.88,180.34,155,26,0
1,0.25,0.315,52.25,166.375,53.375,682.5,9,198.12,195.58,185,26,0
1,0.078125,0.484934692,81.26739502,222.2590637,125.3374329,1020.641693,58,167.64,172.72,135,33,1
1,0,0.6125,38.25,163.75,123.25,900,9,187.96,190.5,265,28,0
1,0,0.4,47,121,51,900,3,190.5,198.12,242,27,1
1,0.2578125,0.318789063,14.6171875,48.984375,18.00390625,277.2734375,21,162.56,165.1,125,30,1
1,0.0234375,0.2615625,32.296875,137.7265625,52.8984375,834.390625,18,167.64,172.72,135,36,0
1,0.125,0.46875,58.75,130.5,65.875,811.875,10,177.8,180.34,155,28,0
1,0.000976563,0.471942139,26.12463379,66.24377441,32.19921875,414.0981445,30,177.8,172.72,155,31,1
1,0.5,0.17,38.5,113.5,41.5,479,4,190.5,193.04,155,27,1
1,,,,,,,0,162.56,165.1,115,20,1
1,0.047538757,0.396628418,29.3468132,79.98158455,32.05247688,610.7044106,45,175.26,185.42,155,38,0
1,0,0.25,13,51,13,141,1,175.26,,145,25,0
1,0.125,0.67140625,79.0234375,159.28125,110.25,958.421875,18,193.04,195.58,231,37,1
1,0.03125,0.371875,33.78125,116,52.15625,960.15625,16,172.72,180.34,145,32,1
1,0,0.365,56,186,81,900,6,167.64,167.64,125,28,1
1,,,,,,,0,167.64,170.18,145,25,1
1,,,,,,,0,185.42,185.42,170,30,1
1,,,,,,,0,180.34,180.34,145,22,1
1,0.185058594,0.318735352,24.21240234,84.62158203,27.44970703,727.4375,28,175.26,180.34,170,29,0
1,0,0.28,28,121,32.5,571.5,4,177.8,180.34,170,30,0
1,,,,,,,0,172.72,175.26,135,34,1
1,,,,,,,0,172.72,180.34,155,26,1
1,,,,,,,0,172.72,175.26,125,28,1
1,0,0.61,38,88.5,63,900,6,175.26,182.88,155,28,1
1,0,0.49,36,158,114,900,3,180.34,180.34,170,32,1
1,0.5,0.52875,21.375,72.5,45.375,418.125,9,185.42,185.42,185,26,1
1,0,0.5,5,10,5,71,1,187.96,190.5,170,25,1
1,1,0.48,19,67,44,625,3,180.34,182.88,170,23,1
1,1.291992188,0.500112305,32.74243164,85.83032227,53.83032227,519.0041504,34,185.42,193.04,205,32,0
1,0,0.23,18,103,38,900,3,165.1,165.1,115,32,1
1,,,,,,,0,172.72,175.26,145,22,1
1,,,,,,,0,170.18,177.8,145,23,1
1,0,0.32,17,56,20,366,2,182.88,,170,27,0
1,0.25,0.7575,6.5,13,9,139.75,3,190.5,195.58,205,30,1
1,0.1875,0.336875,52.25,166.25,66.3125,714.5625,13,182.88,185.42,185,23,1
1,0,0.41,14.5,53,37,591.5,4,167.64,175.26,125,31,0
1,0,0.7,60,167,137,796,3,180.34,185.42,170,20,1
1,0,0.581875,11.375,51.0625,40,594.75,11,193.04,205.74,265,37,1
1,0.25390625,0.335273438,8.9921875,28.875,10.8984375,499.7578125,15,190.5,190.5,205,42,1
1,0.25,0.5225,16.5,39.5,22.5,523.5,6,185.42,187.96,185,34,0
1,0.875,0.441960449,30.87133789,75.2722168,37.20751953,512.1293945,32,172.72,175.26,155,30,0
1,0,0.3,22.5,97,36.5,864.5,6,170.18,,135,28,0
1,0,0.31,9.5,55.5,34,597.5,4,180.34,185.42,170,37,0
1,0,0.28,34.5,118.5,34.5,472,4,187.96,187.96,185,32,0
1,0,0.62,84,138.5,89,741.5,5,180.34,190.5,170,23,0
1,0.5,0.525,16,44.5,20,225.5,3,175.26,187.96,155,29,0
1,0.0625,0.207226563,26.078125,140.296875,46.12890625,748.0253906,22,177.8,180.34,145,30,1
1,0.34375,0.40875,39.625,134.3125,51.5625,892.03125,13,187.96,193.04,205,34,0
1,0.5,0.56,20.5,69,51.5,900,6,180.34,185.42,155,31,1
1,0,0.374023438,31.85546875,110.7617188,55.92578125,707.1757813,21,165.1,167.64,135,32,0
1,0.0078125,0.409375,54.2734375,109.4609375,68.4765625,456.15625,21,185.42,190.5,205,34,1
1,0.09375,0.4440625,53.71875,141.71875,69.84375,1304.9375,25,170.18,177.8,135,28,1
1,0,0.41625,12.625,47.3125,22.4375,457.625,10,177.8,180.34,155,35,0
1,0,0.31,44,153,56,900,3,177.8,180.34,170,28,1
1,0.5,0.473125,36.5625,99.15625,51.8125,814,16,172.72,185.42,135,26,0
1,0.125,0.46,34.25,99.125,59.625,607.25,8,165.1,165.1,135,29,1
1,0,0.38,45,117,46,900,3,175.26,177.8,155,25,1
1,0,0.64,48,161,131,900,3,185.42,187.96,170,33,1
1,0,0.350449219,55.53320313,185.3085938,81.52148438,886.359375,25,182.88,193.04,170,25,1
1,0,0.4,71,175,72,900,3,177.8,180.34,170,28,1
1,0.03125,0.41421875,65.875,161.578125,77.28125,809.21875,17,165.1,167.64,135,32,1
1,1.0078125,0.338359375,24.4609375,79.7421875,28,657.0078125,19,172.72,182.88,155,29,1
1,0,0.7,73,132,98,581,2,185.42,190.5,185,26,1
1,1,0.34,10,39,20,186,1,177.8,175.26,125,26,0
1,0,0.41,10,45,29,297,1,180.34,180.34,155,28,0
1,1,0.365,19,60,28,568,4,180.34,185.42,170,22,1
1,0,0.44,28.5,77.5,34,533.5,4,167.64,165.1,135,28,2
1,0,0.3725,32.25,110.75,45.5,721.75,7,182.88,190.5,170,28,1
1,0,0.27,11,46,16,513,2,185.42,190.5,170,27,1
1,0,0.43375,23.875,57.875,25.75,402.25,9,172.72,172.72,145,32,0
1,0.020645142,0.355303345,55.52047729,268.1386108,145.0505524,834.1842194,39,167.64,177.8,145,35,1
1,0,0.6475,16.875,37.875,25.625,502.25,7,180.34,182.88,170,26,0
1,0,0.54,12.25,55.25,39.75,414.25,5,195.58,200.66,185,32,1
1,0,0.41,5,13,6,255,1,185.42,,145,25,0
1,0,0.295,12.5,45.75,13.75,334,5,177.8,185.42,205,31,0
1,0,0.55,16.75,53.75,38.5,722.75,7,187.96,,185,31,0
1,0,0.325,29.5,106.5,44,900,6,175.26,185.42,155,26,1
1,0,0.36,35,102,41,900,3,172.72,172.72,145,23,1
1,1,0.5015625,46.296875,98.15820313,51.515625,442.9609375,23,175.26,182.88,155,25,0
1,0,0.83,35,120,107,775,3,167.64,172.72,145,32,1
1,0,0.5675,52.125,136.0625,90.1875,881.1875,14,180.34,187.96,170,29,1
1,0.942382813,0.4853479,28.05603027,61.60852051,31.09875488,418.932373,27,185.42,185.42,155,31,1
1,0.25,0.4875,42.25,114.5,66.5,1045,9,180.34,187.96,185,35,0
1,0.265625,0.580917969,89.30664063,176.734375,115.8339844,1130.96875,38,160.02,167.64,125,28,1
1,0,0.435,75,236,121.5,1500,10,172.72,172.72,135,29,1
1,0.003051758,0.502254639,40.26489258,138.7816162,96.24749756,787.6889038,36,180.34,190.5,170,34,0
1,0,0.435849609,24.94628906,89.68164063,55.12304688,893.6142578,26,165.1,170.18,135,33,1
1,0.50390625,0.5903125,36.2265625,110.5039063,80.7578125,891.4101563,28,170.18,182.88,170,31,0
1,0,0.475,48.75,144.25,83,833.5,9,180.34,185.42,155,30,0
1,0,0.51,8.5,18.5,10.5,174.5,2,177.8,180.34,170,33,1
1,0,0.49,25.25,95.5,61.5,808.25,9,167.64,167.64,135,28,1
1,0,0.485,22.5,75,48,573,4,172.72,167.64,145,32,1
1,0.703125,0.49671875,66.96875,177.171875,112.921875,1096.0625,18,177.8,182.88,265,40,1
1,0,0.27875,28.125,101.125,40.75,701.75,13,177.8,190.5,170,39,1
1,0.25,0.450625,41.37304688,108.234375,54.92578125,769.0664063,26,177.8,185.42,145,26,0
1,0.125,0.33375,33.375,106.25,44.5625,791.6875,12,177.8,185.42,145,25,1
1,1,0.52,47.5,133.5,78,715.5,5,165.1,167.64,125,23,1
1,0,0.56,21,103,78,900,3,165.1,170.18,135,23,0
1,0.75,0.42,83,193.5,85.25,944.5,8,190.5,195.58,170,29,1
1,0.25,0.4675,34.5,168.75,102.75,900,9,180.34,185.42,155,27,0
1,0.5,0.48,46,144.25,84.125,790.625,13,172.72,180.34,145,30,1
1,0.6875,0.474375,52.375,129.75,75.875,874.8125,11,193.04,208.28,264,34,0
1,0.75,0.494453125,16.75,49.609375,30.8125,391.65625,18,175.26,180.34,135,34,1
1,1,0.3,25,92,32,900,3,182.88,185.42,170,27,1
1,0,0.5175,87,186.5,102.25,809.25,8,154.94,157.48,115,22,1
1,0.002197266,0.381595244,31.81945515,112.472579,59.51643133,744.1876845,55,177.8,180.34,155,30,1
1,0,0.41,24,80.5,42,741.5,5,182.88,190.5,155,34,1
1,0,0.365,16.5,185,133,900,6,185.42,195.58,170,33,0
1,0.5,0.345625,8,34.75,17.625,244,9,170.18,185.42,145,27,1
1,0.004394531,0.371259766,28.81054688,85.15185547,39.00097656,679.4008789,29,180.34,187.96,170,33,0
1,0.140625,0.424375,24.71875,70.625,32.703125,783.953125,15,175.26,177.8,155,36,1
1,0,0.39234375,8.765625,47.40625,33.46875,447.46875,17,167.64,170.18,135,30,1
1,1,0.38,19,50,19,411,2,170.18,175.26,125,29,1
1,0.007843018,0.409040222,35.13729858,109.7554321,55.7512207,842.8232727,31,177.8,180.34,155,30,1
1,0.25,0.44,17,62,35.75,546,5,185.42,182.88,185,34,1
1,0.28125,0.466855469,31.10742188,94.78320313,58.80078125,734.96875,27,182.88,195.58,185,31,1
1,0.564453125,0.500449219,17.20703125,42.39453125,17.953125,268.1210938,17,190.5,208.28,265,36,1
1,0.0625,0.29,22.5,81.4375,33.5625,758.9375,14,167.64,167.64,125,30,1
1,0.25,0.553125,34.875,88.6875,44.75,582.6875,12,177.8,177.8,155,27,1
1,1.125,0.7575,50,111.25,92.625,608.375,8,193.04,203.2,265,34,0
1,0,0.73,19,30,23,350,2,175.26,,145,24,0
1,,,,,,,0,177.8,177.8,155,26,1
1,0,0.44625,27.5,74.375,32.5,563.5,10,180.34,182.88,170,27,0
1,0,0.515,78,177,101,900,6,165.1,162.56,135,31,1
1,0,0,0,8,5,140,1,187.96,190.5,247,36,0
1,1.03125,0.468671875,31.0390625,108.59375,70.703125,424.1875,15,180.34,190.5,155,26,0
1,1.09375,0.439921875,105.8515625,256.1953125,126.890625,1047.375,19,167.64,170.18,125,28,1
1,0.25,0.31,11.75,35,11.75,178.75,3,177.8,190.5,155,26,1
1,0.53125,0.43875,31.3125,79.625,33.125,336.4375,10,180.34,193.04,155,30,1
1,0.5546875,0.3646875,54.7734375,154.875,62.46875,735.9453125,20,180.34,175.26,145,22,1
1,0.0078125,0.329140625,25.3671875,102.84375,46.0234375,888.28125,22,190.5,198.12,205,32,0
1,0.110351563,0.394516602,33.72924805,88.98095703,57.56420898,567.3156738,26,182.88,187.96,170,38,0
1,0,0.22,19,101,32,900,3,180.34,182.88,145,29,1
1,0,0,0,0,0,58,1,190.5,193.04,155,27,1
1,0.5,0.45625,35.3125,101.96875,51.4375,653.90625,15,190.5,203.2,170,27,1
1,0.5,0.435,9,23,11.5,182.5,2,177.8,182.88,155,25,1
1,0.53515625,0.451347656,36.07226563,119.8457031,69.90039063,1080.9375,39,175.26,177.8,170,30,0
1,0,0.45,18,137,109,900,3,175.26,180.34,135,25,0
1,0.046875,0.6215625,25.296875,61.296875,45.078125,757.90625,15,187.96,195.58,170,31,1
1,0,0.355,28,130,72,900,6,162.56,165.1,125,29,1
1,0.28125,0.26625,18.4375,78.25,43.0625,832.46875,14,175.26,180.34,135,30,0
1,0,0.28,13,47,15,300,1,182.88,,170,23,0
1,0.5625,0.441875,23.9375,76.1875,40.375,648.25,10,175.26,187.96,170,32,1
1,0,0.4,10,60,37,900,3,180.34,180.34,155,24,1
1,0.007846832,0.326822586,52.59451294,162.4278316,63.92380333,1123.159184,50,185.42,190.5,185,35,1
1,0,0.39,31,172,100,900,3,182.88,,170,28,1
1,,,,,,,0,162.56,162.56,145,32,1
1,,,,,,,0,182.88,195.58,170,32,1
1,,,,,,,0,165.1,162.56,125,23,0
1,0,0.24,67,272,69,900,3,167.64,165.1,135,28,0
1,0.156616211,0.340766602,17.47546387,65.59472656,20.43920898,443.9477539,40,175.26,177.8,155,35,0
1,0.125,0.3775,14.34375,40.71875,18.34375,257.90625,10,182.88,190.5,260,29,1
1,0,0.462861328,12.26953125,45.63146973,27.05407715,278.897583,32,170.18,177.8,145,29,1
1,0,0.765,10.5,47,43,156,2,167.64,167.64,135,33,1
1,0.078369141,0.514981689,18.0534668,47.58435059,29.20959473,498.4368896,34,182.88,187.96,185,33,1
1,0,0.355,8.375,28.875,13.25,324.625,7,165.1,170.18,125,29,1
