fighter,gloves_color,date,Winner,avg_KD,avg_SIG_STR_pct,avg_TD_pct,avg_SUB_ATT,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_TD_landed,avg_CTRL_time(seconds),total_time_fought(seconds),total_rounds_fought,total_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,wins,losses,draw,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,Stance,Height_cms,Reach_cms,Weight_lbs,age
Forrest Griffin,red,6/16/2007,Red,0.0625,0.353125,0.038125,0.0625,41.21875,117.90625,46.25,0.09375,15.0625,523.5625,12,1,3,0,3,4,2,0,0,0,2,1,1,0,Orthodox,190.5,195.58,205,28
Dustin Hazelett,red,6/16/2007,Red,0,0.33,0.5,1,22.5,75.5,42,0.5,127,569.5,4,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,185.42,193.04,170,21
Jason MacDonald,red,6/16/2007,Red,0,0.555,0.095,0.75,11.5,36.25,25.75,0.75,144.5,476.5,5,0,2,0,2,2,1,0,0,0,0,0,2,0,Orthodox,190.5,203.2,185,32
Rich Franklin,red,6/16/2007,Red,0.390625,0.501171875,0.6115625,0.0390625,47.60546875,113.1992188,66.59375,1.1484375,220.3242188,587.1835938,19,4,7,0,7,8,1,0,0,0,1,5,1,1,Southpaw,185.42,193.04,185,32
Gleison Tibau,red,6/12/2007,Red,0,0.215,0.415,1,18,95,59.5,2.5,483,673.5,5,0,0,1,1,1,1,0,0,0,1,0,0,0,Southpaw,177.8,180.34,155,23
Drew McFedries,red,6/12/2007,Red,1,0.5,0.5,0,23,48.5,26.5,0.5,22,246.5,2,0,1,0,1,1,1,0,0,0,0,1,0,0,Southpaw,182.88,182.88,185,28
Jon Fitch,red,6/12/2007,Red,0.1875,0.515625,0.5325,1.4375,30,140.0625,110.25,3.125,433.8125,633.1875,12,0,5,0,5,5,0,0,0,0,2,1,2,0,Orthodox,182.88,187.96,170,29
Tamdan McCrory,red,6/12/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,193.04,193.04,185,20
Anthony Johnson,red,6/12/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,23
Forrest Petz,red,6/12/2007,Red,1.25,0.3025,0.25,0,16,73,43.25,1.5,140.5,749.5,7,0,1,0,1,1,2,0,0,0,1,0,0,0,Orthodox,175.26,180.34,170,31
Spencer Fisher,red,6/12/2007,Red,0.375,0.51625,0.043125,0.28125,23.125,74.625,44.9375,0.28125,38.03125,475.21875,11,0,2,0,2,4,2,0,0,0,0,2,1,1,Southpaw,170.18,172.72,155,31
Thiago Tavares,red,6/12/2007,Red,0,0.75,0.66,2,21,175,159,4,308,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,170.18,177.8,145,22
Nate Mohr,red,6/12/2007,Red,0,0.54,0,0,6,21,16,0,0,178,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,24
Terry Martin,red,5/26/2007,Red,0.5,0.8725,0.1875,0,8.75,20.75,17.5,0.75,128,198.5,5,0,0,2,1,1,2,0,0,0,0,1,0,0,Orthodox,172.72,180.34,185,26
Quinton Jackson,red,5/26/2007,Red,1,0.6,0,0,45,84,55,0,61,529,2,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,185.42,185.42,205,28
Din Thomas,red,5/26/2007,Red,0.25,0.366875,0.34375,1,30.40625,113.53125,56.15625,0.5,99.4375,774.6875,15,0,0,1,3,4,2,0,0,1,2,0,1,0,Orthodox,175.26,,155,30
Thiago Silva,red,5/26/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,205,24
Alan Belcher,red,5/26/2007,Red,0.25,0.435,0.195,0.5,13.25,54.5,27.25,0.75,155.75,707.25,8,0,0,1,1,1,2,0,0,0,0,1,0,0,Orthodox,187.96,190.5,185,23
Karo Parisyan,red,5/26/2007,Red,0,0.414453125,0.771796875,0.2265625,44.1875,155.7890625,83.546875,4.8828125,295.296875,817.78125,20,0,1,0,4,6,2,0,0,1,3,1,1,0,Orthodox,177.8,182.88,170,24
Kalib Starnes,red,5/26/2007,Red,0,0.62,0.25,1,20,38.5,26,0.5,112,438,4,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,190.5,187.96,185,32
Houston Alexander,red,5/26/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,205,35
Wilson Gouveia,red,5/26/2007,Red,0,0.43,0.875,0.75,22.75,65.5,35,1,122,445.25,6,0,0,1,2,2,1,0,0,0,0,0,2,0,Orthodox,185.42,193.04,185,28
Lyoto Machida,red,4/21/2007,Red,1,0.65,1,0,62,117,84,4,467,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,185.42,187.96,185,28
Terry Etim,red,4/21/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,155,21
Andrei Arlovski,red,4/21/2007,Red,0.220703125,0.476210938,0.000488281,0.532226563,23.11376953,107.4936523,36.30859375,0.000488281,43.11083984,506.9550781,21,5,1,0,6,8,4,0,0,0,0,6,2,0,Orthodox,190.5,195.58,240,28
Junior Assuncao,red,4/21/2007,Red,0,0.16,0,0,1,10,3,0,0,124,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,25
Alessio Sakara,red,4/21/2007,Red,0.125,0.4875,0.125,0,30.75,72.5,43.5,1.125,157.75,309.75,7,0,0,1,1,1,3,0,0,0,1,0,0,0,Orthodox,182.88,182.88,185,25
Gabriel Gonzaga,red,4/21/2007,Red,0.5,0.435,0.7425,2,11.75,53.5,35.75,1.75,197.5,401.75,6,0,3,0,3,3,0,0,0,0,0,2,1,0,Orthodox,187.96,193.04,242,27
Cheick Kongo,red,4/21/2007,Red,0.25,0.615,0.25,1,19.25,64.25,50,0.25,109.5,556,5,0,2,0,2,2,1,0,0,0,0,1,0,1,Orthodox,193.04,208.28,240,31
Michael Bisping,red,4/21/2007,Red,1,0.62,0.4,2,30,53.5,36.5,2,184,409,3,1,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,185.42,190.5,185,28
Jess Liaudin,red,4/21/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,170,
Paul Taylor,red,4/21/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,27
Kendall Grove,red,4/7/2007,Red,0,0.57,0.5,3.5,19,48.5,34,0.5,184,569.5,4,1,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,198.12,200.66,185,24
Roger Huerta,red,4/7/2007,Red,0,0.56,0.83,0,42,128.5,67.5,3.5,331,459.5,4,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,175.26,177.8,155,23
Yushin Okami,red,4/7/2007,Red,0,0.4,0.7,0.25,30.25,110,65,3.5,361.75,821.5,9,0,3,0,3,3,0,0,0,0,1,2,0,0,Southpaw,187.96,190.5,170,25
Matt Serra,red,4/7/2007,Red,0.25,0.451796875,0.304609375,0.0625,22.08984375,107.6523438,76.19921875,1.94921875,420.5,894.3242188,25,1,0,1,2,5,4,0,1,1,2,0,1,0,Orthodox,167.64,172.72,170,32
Josh Koscheck,red,4/7/2007,Red,0.25,0.4671875,0.68578125,0.953125,18.96875,70.203125,47.453125,4.109375,455.234375,671.03125,13,0,2,0,4,6,1,0,0,0,2,2,2,0,Orthodox,177.8,185.42,170,29
Heath Herring,red,4/7/2007,Red,1,0.18,1,1,11,83,32,1,41,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,193.04,198.12,250,29
Marcus Davis,red,4/7/2007,Red,0.5,0.46,0.25,1.25,36,104.25,67.75,0.5,132.25,643.25,6,0,0,1,2,2,1,0,0,0,1,0,1,0,Southpaw,177.8,177.8,170,33
Thales Leites,red,4/7/2007,Red,1,0.26,0.08,0,46,178,53,1,151,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,25
Luke Cummo,red,4/7/2007,Red,1,0.53,0.4375,2.5,22.25,84,55.75,1,149.25,900,9,1,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,182.88,187.96,170,26
Kurt Pellegrino,red,4/5/2007,Red,0,0.54,0.775,0.5,15,75.5,57,3,274.5,402,4,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,172.72,177.8,155,27
Kuniyoshi Hironaka,red,4/5/2007,Red,0,0.23,0,2,4,31,17,0,50,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,168,30
Joe Stevenson,red,4/5/2007,Red,0,0.76625,0.31875,2.375,13.875,52.5,37.25,1.625,178.375,438.5,9,1,1,0,2,3,1,0,0,0,1,0,1,1,Orthodox,170.18,177.8,145,24
Drew Fickett,red,4/5/2007,Red,0.0625,0.37875,0.340625,0.78125,28.6875,99.96875,51.625,0.8125,52.21875,694.34375,12,0,0,1,2,3,3,0,0,0,0,0,3,0,Orthodox,177.8,177.8,155,27
Roan Carneiro,red,4/5/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170,28
Kenny Florian,red,4/5/2007,Red,0,0.568125,0.2025,2.5,16.5,71.6875,57.3125,0.6875,75.625,858.6875,11,2,0,1,3,3,2,0,0,0,0,0,2,1,Southpaw,177.8,187.96,145,30
Justin McCully,red,4/5/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,225,31
Wilson Gouveia,red,4/5/2007,Red,0,0.43,0.75,0.5,28.5,72,33,1,50,551.5,4,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,185.42,193.04,185,28
Thiago Tavares,red,4/5/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,22
Matt Hughes,red,3/3/2007,Red,0,0.393038177,0.242411041,0.325500488,18.89454651,60.36657715,29.98173523,0.533218384,151.1423035,471.589386,35,11,2,0,6,14,3,0,0,0,3,5,4,2,Switch,175.26,185.42,170,33
Randy Couture,red,3/3/2007,Red,0,0.414690552,0.383535156,0.758270264,16.53860474,45.03067017,26.86682129,1.807861328,212.8859863,468.3432922,42,13,7,0,7,11,5,0,1,0,2,5,2,1,Orthodox,185.42,190.5,205,43
Jon Fitch,red,3/3/2007,Red,0.375,0.58125,0.785,0.875,41,187.125,151.5,4.25,606.625,781.375,10,0,4,0,4,4,0,0,0,0,2,1,1,0,Orthodox,182.88,187.96,170,29
Rich Franklin,red,3/3/2007,Red,0.78125,0.45234375,0.223125,0.078125,46.2109375,123.3984375,70.1875,1.296875,145.6484375,574.3671875,17,4,7,0,7,7,1,0,0,0,1,4,1,1,Southpaw,185.42,193.04,185,32
Gleison Tibau,red,3/3/2007,Red,0,0,0,1,0,16,7,0,222,447,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,23
Matt Hamill,red,3/3/2007,Red,0,0.515,0.815,0,23.5,132.5,99,4,391.5,593.5,4,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,185.42,193.04,205,30
Martin Kampmann,red,3/3/2007,Red,0.5,0.615,0.5,0.5,60,122.5,68.5,0.5,125,539.5,4,0,2,0,2,2,0,0,0,0,1,0,1,0,Orthodox,182.88,182.88,170,24
Jason Lambert,red,3/3/2007,Red,0.125,0.5025,0.0625,1.875,18.75,50.625,36.375,0.125,91.125,367.375,6,0,3,0,3,3,1,0,0,0,0,2,1,0,Orthodox,190.5,190.5,185,31
Jamie Varner,red,3/3/2007,Red,0,0.16,0.6,0,18,129,41,9,430,811,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,22
Mirko Filipovic,red,2/3/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,185.42,230,32
Terry Martin,red,2/3/2007,Red,0,0.745,0.375,0,13.5,37.5,31,1.5,251,383,4,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,172.72,180.34,185,26
Quinton Jackson,red,2/3/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,205,28
Patrick Cote,red,2/3/2007,Red,0.25,0.2375,0.125,0,12.5,30.75,16.875,0.25,65.375,500.875,10,1,0,4,0,0,4,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,26
Lyoto Machida,red,2/3/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,185,28
Anderson Silva,red,2/3/2007,Red,1.5,0.855,0,0,24,28,24,0,15.5,114,2,1,2,0,2,2,0,0,0,0,0,2,0,0,Southpaw,187.96,195.58,185,31
Frankie Edgar,red,2/3/2007,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,25
Roger Huerta,red,2/3/2007,Red,0,0.4,0.66,0,71,239,122,6,650,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,175.26,177.8,155,23
Dustin Hazelett,red,2/3/2007,Red,0,0.25,0,1,1,4,1,0,0,239,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,20
Rashad Evans,red,1/25/2007,Red,0.25,0.49375,0.74625,0,25.625,72.25,45.375,6.875,411.625,671,11,1,4,0,4,4,0,0,1,2,0,1,0,0,Orthodox,182.88,190.5,205,27
Jake O'Brien,red,1/25/2007,Red,0,0.445,0.88,0,19,124,95.5,6.5,453,626,5,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,190.5,193.04,205,22
Rich Clementi,red,1/25/2007,Red,0,0.39,0.375,0,26.5,86,43,1.5,113.5,669,5,0,0,2,0,0,2,0,0,0,0,0,0,0,Southpaw,175.26,182.88,155,30
Din Thomas,red,1/25/2007,Red,0.5,0.44375,0.6875,1,27.8125,96.0625,61.3125,1,150.875,649.375,12,0,0,1,2,3,2,0,0,1,1,0,1,0,Orthodox,175.26,,155,30
Joshua Burkman,red,1/25/2007,Red,0.5,0.53375,0.4925,0.375,23.875,67.125,36.5,2.375,249.75,610.25,7,0,2,0,2,3,1,0,0,0,1,1,1,0,Orthodox,177.8,182.88,170,26
Ed Herman,red,1/25/2007,Red,0,0.785,0.5,1,17.5,49.5,36.5,3,331.5,531.5,4,1,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,185.42,195.58,205,26
Hermes Franca,red,1/25/2007,Red,0.125,0.4209375,0.460625,2.375,26.125,120.71875,82,2,107.28125,778.6875,17,0,2,0,2,4,2,0,0,0,1,1,2,0,Orthodox,167.64,180.34,155,32
Nate Marquardt,red,1/25/2007,Red,0,0.4575,0.83,2,25.75,70.5,40,2.75,284,637,8,0,3,0,3,3,0,0,0,0,2,0,1,0,Orthodox,182.88,187.96,185,27
Gabriel Gonzaga,red,12/30/2006,Red,1,0.47,0.485,1,19.5,74,48.5,2.5,217,601.5,5,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,187.96,193.04,242,27
Jason MacDonald,red,12/30/2006,Red,0,0.71,0,2,5,16,14,0,57,163,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,190.5,203.2,185,31
Michael Bisping,red,12/30/2006,Red,2,0.67,0.8,4,41,72,52,4,329,554,2,1,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,185.42,190.5,185,27
Keith Jardine,red,12/30/2006,Red,0.125,0.38125,0.5,0,60.125,177.5,74.375,0.5,23.5,851,11,0,2,0,2,3,1,0,0,0,2,1,0,0,Orthodox,187.96,193.04,185,31
Chuck Liddell,red,12/30/2006,Red,1.647216797,0.530679932,0.031280518,0,23.76379395,57.72311401,26.64944458,0.031311035,26.58068848,308.4390259,31,5,1,0,7,14,2,0,0,0,5,8,0,1,Orthodox,187.96,193.04,205,37
Yushin Okami,red,12/30/2006,Red,0,0.38,0.65,0.5,25.5,95,56,4,315.5,800,6,0,2,0,2,2,0,0,0,0,1,1,0,0,Southpaw,187.96,190.5,170,25
Andrei Arlovski,red,12/30/2006,Red,0.44140625,0.322421875,0.000976563,0.064453125,39.22753906,177.9873047,40.6171875,0.000976563,3.221679688,818.9101563,20,5,1,0,6,7,4,0,0,0,0,5,2,0,Orthodox,190.5,195.58,240,27
Thiago Alves,red,12/30/2006,Red,0.125,0.586875,0.375,0.75,34.8125,96.1875,50.6875,0.5,74.3125,661.5,9,0,0,1,2,3,2,0,0,0,1,2,0,0,Orthodox,175.26,177.8,170,23
Christian Wellisch,red,12/30/2006,Red,0,0,0.25,1,0,12,7,1,43,171,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,187.96,195.58,234,31
David Heath,red,12/13/2006,Red,0,0.5,1,3,3,22,19,1,140,152,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,180.34,182.88,205,30
Josh Koscheck,red,12/13/2006,Red,0.5,0.624375,0.8715625,0.90625,23.9375,60.40625,46.90625,2.21875,354.46875,442.0625,10,0,2,0,3,5,1,0,0,0,1,2,2,0,Orthodox,177.8,185.42,170,29
Luigi Fioravanti,red,12/13/2006,Red,0.5,0.43,0.5,0,15.5,50.5,30,0.5,84,577.5,4,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,172.72,177.8,170,25
Alan Belcher,red,12/13/2006,Red,0,0.14,0,0,8,66,18,0,100,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,187.96,190.5,185,22
Diego Sanchez,red,12/13/2006,Red,0,0.46625,0.63375,0.6875,43.4375,129.3125,77.5,2.625,316.6875,824.0625,12,1,5,0,5,5,0,0,0,0,3,2,0,0,Southpaw,177.8,182.88,170,24
Marcus Davis,red,12/13/2006,Red,0,0.42,0,0.5,18,86.5,66.5,0,94.5,386.5,3,0,0,1,1,1,1,0,0,0,0,0,1,0,Southpaw,177.8,177.8,170,33
Karo Parisyan,red,12/13/2006,Red,0,0.44890625,0.79359375,0.453125,32.375,115.578125,66.09375,6.765625,305.59375,735.5625,17,0,1,0,4,5,2,0,0,1,2,1,1,0,Orthodox,177.8,182.88,170,24
Brock Larson,red,12/13/2006,Red,0,0.7,0.25,3,14,25,19,1,176,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,180.34,180.34,170,29
Logan Clark,red,12/13/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,,185,21
Joe Stevenson,red,11/18/2006,Red,0,0.5325,0.6375,1.75,26.75,103,72.5,3.25,356.75,750,8,1,1,0,1,2,1,0,0,0,1,0,0,1,Orthodox,170.18,177.8,145,24
James Irvin,red,11/18/2006,Red,0.25,0.7525,0,0,4.75,8.5,7,0,2.5,241,4,0,0,1,1,1,2,0,0,0,0,1,0,0,Orthodox,187.96,190.5,205,28
Brandon Vera,red,11/18/2006,Red,0.75,0.48,0,0.5,12.75,30,15.5,0,53.5,226.25,4,0,3,0,3,3,0,0,0,0,0,2,1,0,Orthodox,190.5,198.12,230,29
Georges St-Pierre,red,11/18/2006,Red,0.03125,0.51609375,0.81796875,0.5,52.40625,157.984375,102.046875,3.3125,344.78125,680.625,14,1,2,0,4,6,1,0,0,1,2,2,1,0,Orthodox,180.34,193.04,185,25
Drew McFedries,red,11/18/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,185,28
Antoni Hardonk,red,11/18/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,245,30
Tim Sylvia,red,11/18/2006,Red,0.32421875,0.389765625,0.015625,0,65.0703125,180.359375,72.7109375,0.015625,48.98828125,927.390625,16,6,3,0,4,7,2,0,0,0,2,5,0,0,Orthodox,203.2,203.2,265,30
Nick Diaz,red,11/18/2006,Red,0.16015625,0.386367188,0.580703125,1.4765625,58.73828125,256.515625,153.2304688,1.90625,119.875,763.1367188,22,0,2,0,2,5,4,0,0,0,0,3,2,0,Southpaw,185.42,193.04,185,23
Jake O'Brien,red,11/18/2006,Red,0,0.48,1,0,25,116,85,3,284,352,2,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,190.5,193.04,205,22
Travis Lutter,red,11/11/2006,Red,0.25,0.2575,0.25,0,4.75,23.5,14.75,0.25,79.25,656.5,7,0,1,0,1,1,2,0,0,0,0,1,0,0,Orthodox,180.34,190.5,185,33
Martin Kampmann,red,11/11/2006,Red,0,0.73,1,1,19,37,28,1,150,179,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,182.88,182.88,170,24
Pete Spratt,red,11/11/2006,Red,0,0.3125,0.25,0.125,5.25,11.125,7.75,0.25,25.375,199.75,5,0,1,0,1,2,2,0,0,0,0,0,2,0,Orthodox,175.26,,170,35
Scott Smith,red,11/11/2006,Red,0,0.5,0,0,3,7,4,0,83,188,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,177.8,185,27
Matt Serra,red,11/11/2006,Red,0.5,0.39359375,0.54921875,0.125,24.1796875,101.3046875,61.3984375,2.8984375,348,888.6484375,22,0,0,1,2,4,4,0,1,0,2,0,1,0,Orthodox,167.64,172.72,170,32
Jorge Rivera,red,11/11/2006,Red,0.0625,0.52125,0.03125,0,23.125,64.75,44,0.0625,155.9375,448.3125,11,0,1,0,1,2,3,0,0,0,2,0,0,0,Orthodox,185.42,185.42,185,34
Charles McCarthy,red,11/11/2006,Red,0,0,0.33,1,0,20,8,1,165,430,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,180.34,185,26
Din Thomas,red,11/11/2006,Red,0,0.4475,0.375,1,22.625,85.125,59.625,1,166.75,807.75,10,0,0,1,1,2,2,0,0,1,1,0,0,0,Orthodox,175.26,,155,30
Anderson Silva,red,10/14/2006,Red,2,0.85,0,0,17,20,17,0,9,49,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Southpaw,187.96,195.58,185,31
Clay Guida,red,10/14/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,155,24
Spencer Fisher,red,10/14/2006,Red,0.5,0.525,0.1725,1.125,31.5,86.5,47.75,1.125,133.125,536.875,8,0,2,0,2,3,1,0,0,0,0,1,1,1,Southpaw,170.18,172.72,155,30
Carmelo Marrero,red,10/14/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,205,25
Yushin Okami,red,10/14/2006,Red,0,0.25,0.55,0,12,97,59,5,385,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,187.96,190.5,170,25
Kurt Pellegrino,red,10/14/2006,Red,0,0.53,0.55,0,25,114,84,5,435,680,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,27
Jon Fitch,red,10/14/2006,Red,0.75,0.6025,0.74,1.75,38,144.25,119,3.5,493.25,662.75,7,0,3,0,3,3,0,0,0,0,1,1,1,0,Orthodox,182.88,187.96,170,28
Sean Sherk,red,10/14/2006,Red,0,0.3671875,0.178125,0.125,28.28125,149.78125,78.21875,1.78125,208.78125,818.21875,16,1,3,0,3,4,2,0,0,0,2,0,1,1,Orthodox,167.64,170.18,155,33
Matt Hamill,red,10/10/2006,Red,0,0.68,1,0,33,117,93,1,175,287,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,185.42,193.04,205,30
Tito Ortiz,red,10/10/2006,Red,0.000244141,0.759726105,0.329509583,0.008789063,28.51531982,85.85003662,60.80073547,1.955413818,237.9371338,480.7163849,42,9,1,0,6,13,4,0,0,2,3,6,1,1,Orthodox,190.5,187.96,205,31
Tony DeSouza,red,10/10/2006,Red,0,0.3275,0.25,0.5,7.75,43,35.5,1.25,157.75,398.75,6,0,2,0,2,2,1,0,0,0,1,0,1,0,Southpaw,182.88,177.8,170,32
Thiago Alves,red,10/10/2006,Red,0.25,0.73375,0.75,1.5,6.625,28.375,17.375,1,72.625,423,6,0,0,1,2,2,2,0,0,0,0,2,0,0,Orthodox,175.26,177.8,170,23
Nate Marquardt,red,10/10/2006,Red,0,0.435,1,2,38.5,94,49,3.5,353,900,6,0,2,0,2,2,0,0,0,0,2,0,0,0,Orthodox,182.88,187.96,185,27
Kendall Grove,red,10/10/2006,Red,0,0.64,0,6,25,61,46,0,205,900,3,1,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,198.12,200.66,185,23
Rory Singer,red,10/10/2006,Red,0,0.5,0,1,2,4,2,0,0,44,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,187.96,195.58,185,30
Jason MacDonald,red,10/10/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,185,31
Marcus Davis,red,10/10/2006,Red,0,0.18,0,0,3,85,67,0,139,475,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,33
Joe Lauzon,red,9/23/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,22
Jorge Gurgel,red,9/23/2006,Red,0,0.17,0,0,36,211,36,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,175.26,155,29
Eddie Sanchez,red,9/23/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,230,23
Melvin Guillard,red,9/23/2006,Red,0.5,0.3475,0.5,0.25,12.5,37.5,13.25,1.25,75.5,232.25,4,0,1,0,1,2,1,0,0,0,0,1,0,1,Orthodox,175.26,180.34,155,23
Matt Hughes,red,9/23/2006,Red,0,0.68215271,0.859644165,1.302001953,20.57818604,30.46630859,22.92694092,1.132873535,185.5692139,283.3575439,30,9,2,0,6,13,2,0,0,0,3,4,4,2,Switch,175.26,185.42,170,32
Rashad Evans,red,9/23/2006,Red,0.5,0.4275,0.4925,0,26.25,83.5,48.75,5.75,500.25,900,9,1,3,0,3,3,0,0,1,2,0,0,0,0,Orthodox,182.88,190.5,205,26
Mike Swick,red,9/23/2006,Red,0.25,0.50625,0,0.75,7.5,14.875,8,0,17.625,107,4,0,4,0,4,4,0,0,0,0,0,2,2,0,Orthodox,185.42,195.58,170,27
Tyson Griffin,red,9/23/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,22
Roger Huerta,red,9/23/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,23
David Heath,red,8/26/2006,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,205,30
Wilson Gouveia,red,8/26/2006,Red,0,0.41,0.5,0,48,118,51,1,29,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,193.04,185,27
Chuck Liddell,red,8/26/2006,Red,1.294433594,0.381359863,0.062561035,0,30.52758789,90.44622803,36.29888916,0.06262207,28.16137695,521.8780518,30,4,1,0,7,13,2,0,0,0,5,7,0,1,Orthodox,187.96,193.04,205,36
