glove_red=1,avg_KD,avg_SIG_STR_landed,total_time_fought(seconds),total_rounds_fought,Weight_lbs,age,categoria_tamano,golpes_pct
1,0,12,234,1,155,23,0.946666667,1.067323481
1,0,36,497.5,7,185,24,0.986666667,1.033884949
1,0,71.6875,761.1875,14,185,29,0.973333333,1.344123893
1,1.587158203,24.15161133,278.925415,23,155,28,0.971830986,1.053897433
1,0,31.94335938,913.5341797,26,170,33,1.013888889,1.246103754
1,0,68.5078125,1109.546875,22,205,34,1,1.347730626
1,0,84.11328125,1395.068359,33,135,29,0.970588235,1.095994374
1,0,27.5625,709.625,12,145,32,1.029411765,1.127467656
1,1,94,1500,5,135,25,0.957142857,1.18081846
1,0,14,900,3,155,24,0.972222222,1.944444444
1,0,33.25,818,10,185,24,0.986666667,1.014329136
1,0,4,48,1,155,33,0.985507246,1.01010101
1,0.03125,46.078125,856.953125,17,170,37,0.98630137,1.182047216
1,1.5625,20.71875,449.4375,11,235,32,0.959459459,1.106262259
1,0,90,1500,5,135,26,1,1.065699846
1,0.5,13.5,260,3,155,32,0.972222222,1.463811331
1,1,28.5,591,4,155,25,0.95890411,1.100164204
1,0.0078125,37.99707031,792.7851563,25,155,28,1.029411765,1.207760898
1,0.084960938,24.39208984,438.1645508,29,155,35,0.945205479,1.211873891
1,0.734375,18.66796875,654.015625,17,205,27,0.948717949,1.4648427
1,0.00390625,28.59960938,846.0839844,25,170,28,0.986111111,1.375840143
1,0.5,13.48355114,256.8092921,50,170,37,0.945205479,1.313936129
1,0,23.5,629,5,265,29,0.974358974,1.744680851
1,0.5078125,47.5078125,574.171875,16,205,24,0.904761905,1.090909297
1,0.25,11,259.75,4,145,30,0.958333333,1.451247166
1,1,21,234,1,155,27,0.934210526,1.146245059
1,0.75,18.75,418.5,5,255,29,0.987341772,1.019462465
1,0.062744141,38.71728516,838.6035156,30,170,26,0.947368421,1.306399546
1,0,49.5,856.5,6,185,32,0.972972973,1.224006762
1,0,14,536.5,4,185,29,0.986666667,1.040332907
1,0,28.5,900,6,135,27,0.971014493,1.478097286
1,0,38.78125,786.8125,20,170,25,0.960526316,0.998163207
1,0,41,601,5,170,26,0.946666667,1.231814803
1,0,51.5,1200,8,170,32,1,0.811568943
1,0.0625,26.84375,503.71875,14,155,29,1,1.692273503
1,0,32,900,3,145,26,0.972972973,1.276595745
1,0,8,348,3,155,23,1,4.694485842
1,0.375976563,31.04394531,484.6806641,23,185,27,0.986666667,1.183137639
1,0,18,241,1,135,28,0.957746479,1.214771623
1,0,57,900,3,170,30,0.986486486,1.278280543
1,0,42,900,3,155,28,1,1.268115942
1,0,20,497.5,4,170,23,0.946666667,1.428571429
1,0.827880859,22.46533203,711.1020508,30,185,36,0.961038961,1.10637878
1,0.5,14.6875,446,12,240,35,0.974025974,2.349608399
1,0,2.609375,335.5625,13,170,31,0.957746479,1.522951281
1,0,51.0625,757.125,13,155,26,0.985507246,1.092285108
1,0,22.3125,467.3613281,25,145,26,0.957142857,1.19823132
1,0.28125,24.875,817.65625,15,170,30,0.959459459,1.150196239
1,0.375,23.03125,691.53125,16,205,29,0.960526316,1.200011602
1,0.828125,22.96875,192.5625,10,185,30,0.961038961,1.15040807
1,0,16,271,1,135,32,0.985294118,1.00565682
1,0,9,152,1,135,29,0.984848485,1
1,0,64.4375,678.671875,16,170,30,0.933333333,1.133355407
1,0.546875,28.00390625,590.0214844,25,155,27,0.957746479,1.593857779
1,0.515625,20.22851563,302.2011719,21,205,30,0.948051948,1.36343024
1,0,6.625,236.828125,12,185,28,0.973684211,1.403552516
1,0,48,900,3,125,27,0.984615385,1.19047619
1,0.046875,9.03125,803.765625,19,170,29,0.972972973,2.403480039
1,0,61.5,714,5,155,28,1,1.106860305
1,0,17.8125,858.9375,13,155,30,0.971830986,1.661296097
1,0.25390625,20.15234375,614.7890625,17,145,27,1,1.367021871
1,0,45,900,3,135,27,0.971014493,1.182795699
1,0.5,8,495,4,145,29,1.03125,1.763756055
1,0.020019531,8.1875,327.5449219,19,185,34,0.972972973,1.176085888
1,0.5,14.015625,478.34375,17,155,35,0.958333333,1.301321601
1,0.957275391,22.00439453,443.473877,25,185,39,1,1.481516307
1,0.03125,37.91455078,826.5834961,26,205,34,0.960526316,1.135369974
1,0,56,900,3,145,26,1,1.071143086
1,0.036132813,22.12744141,827.9882813,32,205,31,0.96,1.338678933
1,0,30.25,740,7,170,22,0.947368421,1.224366909
1,0.78125,18.0625,400.28125,13,185,27,1,0.97152499
1,0,20.5,900,6,185,28,0.935064935,1.186283596
1,0,27.75,727.75,7,145,35,0.942857143,1.11898017
1,1.174316406,31.30322266,425.8508301,22,155,28,0.971830986,1.030210557
1,0,19,210,1,135,31,0.957142857,1.040582726
1,0.00000381,29.38305187,879.7143185,58,205,36,1.013513514,1.362560332
1,0.5,38.75,581.75,10,170,27,0.986666667,1.374238916
1,0.6640625,33.796875,755.6328125,18,205,34,0.959459459,1.091366923
1,1.321289063,58.31054688,699.7900391,23,145,32,0.942857143,1.011018144
1,0.125,32.4296875,763.265625,18,155,33,0.985915493,1.118276157
1,0.5,20,580,4,185,23,0.986486486,1.19914997
1,0,72,900,3,155,31,0.973333333,1.058057515
1,0,4.75,579.1875,9,170,30,0.945945946,2.079619727
1,0.023681641,46.30981445,711.609375,28,240,36,0.926829268,1.392171319
1,0.375,17.921875,450.984375,17,170,30,0.96,1.152983312
1,0.5625,28.07714844,665.9892578,31,145,27,0.970588235,1.392897116
1,0.00390625,17.57421875,433.3789063,16,155,27,0.985915493,0.946146974
1,0.00390625,11.78509521,673.0515137,33,145,29,0.957142857,1.365662768
1,0,29,436,4,260,24,0.962962963,1.297817782
1,0,23.5,760,8,155,30,1,1.290642839
1,0,44.0625,822,18,145,26,1,1.171459284
1,1,30,900,3,155,25,0.95890411,1.130952381
1,0.625,26.109375,416.265625,14,185,33,1.014084507,1.020911585
1,9.38E-01,33.875,293.5625,6,265,36,0.925,1.163383566
1,0.25,3.25,462.25,5,185,28,1.01369863,2.175324675
1,0.169921875,34.78417969,644.3291016,28,155,34,0.945205479,1.200876268
1,0.125,25.48681641,797.6168823,34,145,35,0.945945946,1.546944192
1,0,77,900,3,155,22,0.958333333,1.126221844
1,0,41,900,3,185,32,0.972972973,1.105769231
1,0,55.375,836.375,11,185,29,0.973333333,1.299273565
1,0,16,900,3,145,22,0.959459459,1.501501502
1,1,89,648,3,205,31,0.973333333,1.079408213
1,0.00390625,15.5300293,606.8540039,33,155,29,0.957142857,1.582009545
1,0.03125,29.45703125,556.4023438,20,205,30,0.948051948,1.644618886
1,0,67,900,3,135,27,0.943661972,1.227208976
1,0.125,32.56103516,812.0944824,31,155,27,0.985915493,1.348032397
1,0.25,12.3125,274.734375,11,265,23,0.988095238,1.169344268
1,1.5,30.25,510.15625,14,205,30,0.986486486,1.316009811
1,0.683837891,51.93908691,943.9521484,33,170,27,0.985714286,1.264403915
1,0,73,900,3,135,30,0.907894737,1.021836506
1,0.625,23.0546875,875.390625,23,205,32,1,1.615608166
1,0.718994141,15.09208679,529.9124298,24,264,32,0.949367089,1.323962543
1,0.140625,18.79296875,787.2749023,24,185,28,0.987341772,1.775832561
1,0,51,900,3,135,20,0.985714286,1.045798774
1,0.375,27.375,788,11,170,26,0.971830986,1.304585256
1,0,16.609375,295.859375,21,205,40,0.972972973,1.538394441
1,0,12,394.2109375,16,155,29,0.906666667,1.517529932
1,0.220733643,88.09902954,1453.112915,48,185,29,0.934210526,1.135256661
1,0,3.5,258.375,6,170,30,0.945945946,1.895206243
1,0.27734375,26.95507813,759.625,26,185,32,0.986486486,1.016748916
1,0.125488281,51.43457031,777.2070313,27,170,26,0.947368421,1.160491688
1,0,8,900,3,145,28,1.03125,1.735294118
1,0,4.904296875,198.9941406,20,185,35,0.9375,1.045690787
1,1,74,900,3,155,25,1,0.990735975
1,0.125,8.9375,367.8125,8,170,28,0.973333333,1.162490721
1,0.46875,17.3359375,408.03125,14,205,27,0.948717949,1.108938365
1,0.25,43.0625,861,13,170,23,0.973333333,1.626928471
1,0,25.5,504,10,240,31,1,1.133007165
1,0,39,611.875,9,205,26,0.936708861,1.142663106
1,0.5625,29.125,705.5625,12,185,27,1,1.245783746
1,0.25,21.5,659,6,185,31,1.013513514,1.353699808
1,0,2,149,2,265,34,0.975308642,2.139037433
1,0.65625,16.9375,250.125,9,185,29,0.961038961,1.345672479
1,0,22.8046875,758.8203125,19,185,29,0.986486486,1.56729297
1,0.09375,13.0078125,445.0429688,22,155,27,0.957746479,1.823682994
1,2,43,626,3,145,25,0.946666667,1.013824885
1,0.75,37.0625,626.0625,13,205,29,0.960526316,1.03790156
1,0.2890625,25.8984375,782.78125,17,230,36,1.01369863,1.488623829
1,0,32.54101563,665.2753906,22,170,34,0.972972973,1.290470673
1,0.5625,29.66601563,776.984375,25,155,31,0.971428571,1.367920748
1,0.625976563,14.74023438,345.6230469,16,185,29,1,0.871973542
1,0.0078125,11.57019043,446.1030273,30,145,28,0.957142857,1.315549317
1,0,38.5,736,7,185,24,0.986666667,0.91832635
1,0.095703125,39.19281006,950.6260376,40,170,29,0.972222222,1.243850086
1,0,22.625,546.7226563,23,145,26,0.957142857,1.196384806
1,0,11.25,419.65625,11,185,27,0.973684211,1.373967891
1,0,21.09375,527.90625,11,185,30,0.95890411,1.438630784
1,0.25,21.25,700.5,10,205,32,0.972972973,1.191185229
1,0,16.75,863.75,9,185,29,0.935897436,1.265379994
1,0,68,900,6,185,24,0.986666667,1.048810004
1,0.25,26.859375,626.53125,15,155,33,0.985915493,1.365182486
1,0.75,15.5,314.5,4,205,24,0.974683544,1.851851852
1,0.515636444,28.99048615,723.7085304,56,155,32,0.985714286,0.772269097
1,0.004394531,86.09765625,858.3754883,29,185,31,0.973333333,1.073255826
1,0,43.125,614.25,10,155,26,0.985507246,1.152188245
1,0,2,63,1,265,36,0.972222222,1.333333333
1,0.75,29.75,676,8,170,25,0.971830986,1.285159749
1,0.03125,20.03125,222.6875,11,205,23,0.904761905,0.876822703
1,0.655761719,38.93066406,1217.204102,29,185,35,0.961038961,1.171716282
1,0.000976563,51.28466797,740.1494141,30,205,31,0.974025974,1.401478325
1,0,48.25,900,9,205,28,0.962025316,1.375333606
1,0.046875,85.125,892.8984375,22,155,31,1,1.198564685
1,0,35.375,845.5,12,170,30,0.957746479,1.250993102
1,0.5078125,18.3046875,329.578125,14,145,26,1,1.065171385
1,1.25,20.875,579.75,7,235,31,0.959459459,1.061699933
1,0.25,52.5,668.5,7,265,32,0.914634146,1.041343829
1,0.348632813,45.60644531,673.7016602,21,155,27,0.971830986,0.958282312
1,0,32.5,656,5,145,28,1,1.027777778
1,0.25,15.875,533.625,7,170,28,0.973333333,1.177336277
1,0,0,123,1,155,23,1,inf
1,0,16,873,3,125,24,0.985714286,1.612903226
1,0,21,620,5,155,29,1,1.584557764
1,0.14453125,35.55078125,830.5390625,20,170,34,0.958333333,1.424637443
1,1.01953125,50.90820313,796.8046875,25,145,24,0.971830986,1.005609873
1,0.407714844,21.49169922,509.6547852,24,230,33,0.961538462,1.011672719
1,0.024536133,44.48019409,777.7963562,35,185,30,0.97260274,1.515904197
1,0.250976563,66.86914063,654.4140625,24,170,25,0.947368421,1.049725711
1,0.0078125,19.06005859,646.7080078,31,155,29,0.957142857,1.637107835
1,0,73.2265625,1290.136719,28,135,29,0.970588235,1.18953771
1,0,13,211,1,145,35,0.942857143,1.020986954
1,0,4,291.75,5,170,30,0.945945946,2.084574151
1,0,25.625,817.875,10,155,30,0.971830986,1.463697229
1,0.1875,25.015625,771.0859375,21,155,27,0.957746479,1.368626891
1,0.367675781,30.87817383,987.9042969,30,170,27,0.985714286,1.303577042
1,0.5,13.625,314.46875,10,265,22,0.988095238,1.184567184
1,0.015625,17.14038086,778.2060547,29,145,28,0.957142857,1.347320178
1,0.03125,13.6171875,310.328125,19,185,33,0.96,0.774882434
1,0,15,635.421875,15,155,29,0.906666667,1.680029435
1,0.441467285,66.19805908,1406.22583,43,185,29,0.934210526,1.213740792
1,0.125,32.25,824.625,13,155,26,0.972222222,1.146404508
1,0,42.5625,673.625,17,170,24,0.960526316,1.251605498
1,1.125,34.25,511.125,9,185,27,1,1.161226563
1,0.28125,19.5859375,674.5498047,21,185,28,0.987341772,1.756892212
1,0.501953125,40.01367188,608.8847656,30,205,33,0.962025316,1.325841158
1,0.5,24.5,732.5,5,170,33,0.972222222,1.377726751
1,0,45,748.75,7,205,26,0.936708861,1.08914447
1,0,26.76171875,750.8613281,31,170,28,0.972222222,1.3759263
1,0.75,22.84375,470.96875,15,170,29,0.96,1.138112381
1,0.5,14.5,650.75,7,185,31,0.922077922,1.116037303
1,0.25,35.625,555.625,8,170,36,0.98630137,1.137293087
1,1,23.96710229,492.6185842,49,170,37,0.945205479,1.630938858
1,1.25,30.109375,850.78125,20,205,32,1,1.208744994
1,0.5,34.71875,790.0625,13,155,33,0.985915493,1.416065762
1,0,30.609375,744.625,18,155,26,0.985714286,1.394294491
1,0.125,25.15429688,431.9785156,28,145,26,0.970588235,1.547773663
1,1,50,492,2,170,30,0.960526316,1.01461039
1,0,43.75,800.6875,11,170,30,0.933333333,1.466204283
1,0.28515625,55.2421875,782.1601563,19,145,31,0.942857143,1.038775729
1,0.125,5.875,173,6,170,32,1,1.452031115
1,0.234375,15.13427734,404.8613281,26,185,31,0.972972973,1.181058799
1,0,14.21875,451.71875,20,205,39,0.972972973,2.652345023
1,0.0625,34.9375,557.9375,12,205,33,0.948051948,1.102822638
1,0,19,521,2,170,29,0.947368421,1.822916667
1,0.75,23.25,552.25,7,205,30,0.947368421,1.38047138
1,0,32.5,583.5,4,170,36,0.972972973,1.527369826
1,0.19140625,30.38562012,1001.252075,37,170,28,0.972222222,1.135726047
1,0,22,521,2,170,25,0.946666667,1.512226512
1,0.75,14.25,101.5,3,245,27,0.974358974,0.910769231
1,0.1875,23.4375,444.25,10,265,33,0.925925926,1.249539292
1,0.00000763,21.76610374,859.428637,55,205,35,1.013513514,1.483639078
1,0.09765625,20.4765625,562.0449219,23,170,30,0.946666667,1.170598078
1,0.625,72.5390625,896.8984375,25,155,26,0.985714286,1.095630748
1,0,33,900,9,240,30,1,1.257861635
1,0,62,900,3,185,23,0.986666667,1.049519586
1,1,17,133,1,205,37,0.962962963,1.032608696
1,0.5,68.125,822,10,170,23,0.973333333,1.287594545
1,0.1875,23.125,1148.0625,15,170,28,0.972972973,2.01065068
1,0,28,710.25,7,170,32,0.973333333,1.360724308
1,0.047363281,34.61962891,523.21875,25,240,35,0.926829268,1.651610227
1,0.008789063,54.1953125,816.7509766,26,185,31,0.973333333,1.093111975
1,0,32,536,4,230,29,0.987012987,1.258581236
1,0.065429688,41.83691406,803.4313965,31,155,34,0.985294118,1.111865579
1,0,38.25,866.4453125,22,145,25,0.957142857,1.373750231
1,0,21.5,706.3125,10,185,27,0.973684211,1.554963646
1,0,47.19628906,953.6943359,35,155,37,0.985074627,1.210762405
1,0.890625,12.50561523,438.3327637,32,170,36,0.970588235,1.465556446
1,0.5,18.5,508,4,205,34,0.986666667,1.130952381
1,0.697265625,18.21289063,447.4033203,18,155,27,0.971830986,1.000519835
1,0.437988281,5.184173584,217.8248596,21,264,31,0.949367089,1.047192531
1,0.5,29,437,4,265,32,0.914634146,1.200480192
1,0.25,47.5,749.25,10,155,26,0.972222222,1.088672013
1,0.46875,17.26855469,601.7226563,25,185,31,0.972972973,1.130278681
1,0,24,565,2,170,33,0.972222222,1.336146273
1,0.6796875,19.13671875,531.3164063,23,155,33,0.945205479,1.166282598
1,0.125,14.6875,192.0625,7,205,28,0.960526316,2.032002266
1,0.5,33,470.5,4,185,28,1,1.642525157
1,0.015625,12.609375,250.15625,12,145,26,1,1.136211029
1,0.375,21.03125,642.171875,18,155,27,0.957746479,1.453856625
1,0.875,43.125,769.25,10,155,24,0.971830986,1.109580655
1,0,11,269,5,170,26,0.971830986,1.734693878
1,0.015625,19.296875,686.515625,13,155,26,0.985915493,1.059016908
1,0.5,45.5,725.5,7,155,28,0.97260274,1.07623694
1,0,13.546875,1008.273438,17,170,32,1.013888889,1.63812691
1,0,52.453125,1080.273438,23,135,28,0.970588235,1.024840736
1,0,32.21875,822.28125,14,185,29,0.986486486,1.142212479
1,0.015625,41.0552907,604.9741139,60,205,47,0.973333333,1.140919446
1,0.25,36.97363281,695.2337646,31,145,34,0.945945946,1.363252877
1,0.501953125,39.73828125,466.828125,21,170,25,0.947368421,1.052738496
1,0,39.75,900,9,170,29,0.957746479,1.365258313
1,0,29,713.25,7,170,25,0.973684211,1.222367742
1,0.000732422,56.2890625,915.6257324,37,170,32,0.972972973,1.335402746
1,1,8.5,132,2,263,34,0.98630137,0.860832138
1,0,24.5,900,6,205,28,0.958333333,1.222565915
1,0.015625,19.12011719,582.4160156,28,155,28,0.957142857,1.576710458
1,1,45.93420458,790.2371683,48,170,36,0.945205479,1.115583313
1,0.25,40.5,682.25,7,185,26,1,1.246200608
1,1.311523438,48.86132813,1044.408203,24,185,35,0.961038961,1.015392045
1,0,8.1328125,242.8671875,12,170,24,0.960526316,1.08722084
1,0,16.25,306.9375,8,265,22,0.988095238,1.346207669
1,0.09375,20.59375,615.8125,12,170,27,0.961038961,1.225532546
1,0.5,22.75,498.25,5,170,28,0.973333333,1.049180328
1,0.0625,25.0625,333.375,10,205,23,0.904761905,1.035859923
1,0.25,47.30859375,799.9570313,27,145,26,0.970588235,1.254605761
1,0,24.875,414.125,7,185,32,1.014084507,1.149355756
1,0.14453125,4.12109375,126.640625,11,205,31,0.986666667,1.103034778
1,0,18,816.625,10,205,29,0.986486486,1.581467869
1,0,37.21875,589.25,15,155,25,0.985714286,1.377424795
1,0.25,11.5,509.25,10,170,27,0.930555556,1.160862355
1,0,14.375,425.625,6,185,29,0.95890411,1.776439097
1,0.049072266,42.96038818,675.5927124,32,185,29,0.97260274,1.381795453
1,0.125,37.875,627.875,10,205,32,0.948051948,1.150984347
1,0,21.4375,680.125,10,155,32,0.985915493,1.439691973
1,0.01574707,42.84384155,481.2841187,37,170,35,1.044117647,1.670619329
1,0.375,38.875,449.5,8,265,32,0.925925926,1.076276276
1,0.5,16.5,619.5,5,205,30,0.947368421,1.705029838
1,0.5,18.5,136,2,245,27,0.974358974,1.028758476
1,0.5625,11.171875,449.0996094,18,185,27,0.987341772,1.80408089
1,1,19,546.5,4,185,30,0.922077922,1.095596133
1,0.3125,46.5,862.375,13,170,34,0.971830986,1.244444892
1,0,29,900,6,240,30,1,1.015228426
1,0.098144531,43.92077637,794.1854248,30,185,29,0.97260274,1.451052359
1,0,1,900,3,155,31,1,13.33333333
1,0.130859375,31.67382813,706.862793,28,155,34,0.985294118,1.32799268
1,0.078613281,21.11767578,577.484375,27,185,34,0.973684211,1.290005589
1,0,58,800,3,230,29,0.987012987,1.206088993
1,0.5,68.6171875,699.9140625,24,145,26,0.970588235,1.137471901
1,1.125,14.5,570.625,9,170,29,0.959459459,1.238006809
1,0.15625,23.59375,577.125,11,230,35,1.01369863,1.338410088
1,0.1875,16.7265625,924.1796875,20,185,30,0.947368421,1.197200845
1,0,3,358,2,265,28,0.974358974,1.020408163
1,0,31,900,6,170,26,0.986666667,1.771157552
1,0.15625,44.125,825.40625,15,155,30,0.971428571,1.485579133
1,0.041362762,16.94943428,426.9599848,44,205,40,0.973684211,1.114367815
1,0,18,520.5,4,170,32,0.973333333,1.359020311
1,0,16,900,3,170,29,0.945945946,1.176965111
1,0,5.75,391.25,6,170,34,0.972972973,1.690847606
1,0.39453125,22.42578125,686.8066406,17,155,27,0.971830986,1.141862284
1,0.017578125,32.390625,733.5019531,23,185,31,0.973333333,1.149006564
1,1,4,7,1,260,24,0.961538462,1.041666667
1,0.75,22.25,638.5,7,155,24,0.971830986,1.347100105
1,0,50.25,846.75,11,205,34,1,1.364944113
1,0.3828125,36.77124023,1102.50415,34,170,28,0.972222222,1.193852678
1,1.5,43.21875,801.5625,17,205,31,1,1.110515844
1,0,77.5,701.375,8,170,29,0.933333333,1.178807431
1,0.3125,29.875,367.25,8,185,29,0.961038961,1.224695537
1,0,28.625,613.25,13,155,29,0.985507246,1.614317861
1,0,20.5,593.5,4,185,25,0.986666667,0.921658986
1,0.020507813,19.0390625,500.340332,23,170,36,1,1.54427087
1,0,29.5,688.75,7,205,26,0.972972973,1.497094455
1,0.320800781,15.23626709,401.0840454,32,170,32,0.95890411,1.320370699
1,0.5,28,598.5,7,155,26,0.972222222,1.133786848
1,0.1953125,18.953125,619.0898438,21,170,30,0.946666667,1.184575935
1,0.25,75.078125,893.796875,22,155,26,0.985714286,1.150269814
1,0,27,900,3,235,36,0.961038961,1.184210526
1,0,22,391,2,185,28,0.973333333,1.498501499
1,0,4.80859375,235.9882813,19,185,34,0.9375,0.966373349
1,0,1.875,80.375,4,170,35,1.014285714,1.666666667
1,1.109375,32.8203125,1023.5,22,185,31,0.986486486,1.010505992
1,0.125091553,60.92388916,1205.668243,45,155,31,0.985714286,1.325982246
1,1.623046875,36.72265625,588.8164063,19,185,34,0.961038961,1.058609622
1,0.125,13.34375,428.1992188,16,185,27,0.987341772,1.698557303
1,0,30,526.5,4,170,25,0.973684211,1.412114456
1,0,21.86840916,700.4743366,45,170,36,0.945205479,1.289344908
1,0,11.5,268.5,2,170,27,0.973333333,1.152368758
1,1,6,41,1,205,23,0.974683544,1.003344482
1,0.15625,23.015625,448.1875,16,155,24,1,1.014918684
1,0,27.4375,657.5,13,155,25,0.985714286,1.817761003
1,0,26,900,3,240,30,1,1
1,0.5,22.94726563,618.4675293,28,145,33,0.945945946,1.598250064
1,0,66.5,739,5,155,25,0.985507246,1.133938525
1,0.0625,25.1875,776.21875,14,155,28,0.985714286,0.884660012
1,0,29.6171875,875.5546875,26,155,34,0.957142857,1.299333614
1,1,30,551,4,155,28,0.97260274,1.29055174
1,1,8,225,1,263,33,0.98630137,1.136363636
1,0,14.5,571.5,4,155,29,0.971830986,1.625607508
1,1.046875,38.05078125,583.8671875,15,185,38,1,1.482370356
1,0.25,29.50390625,846.2734375,26,170,28,0.986666667,1.135756624
1,0,21,804,3,185,30,0.922077922,1.416666667
1,0.75,19.0625,384.34375,15,155,26,0.957746479,1.52684007
1,0,10.875,607.5,9,170,30,0.957746479,1.752861075
1,0,33.328125,822.203125,16,170,33,0.972972973,1.163103083
1,0.00390625,45.4765625,766.65625,20,170,24,0.947368421,1.231922913
1,0.25,24.6640625,747.9375,20,155,30,0.971428571,1.551262702
1,0.88293457,73.39611816,1312.45166,38,185,28,0.934210526,1.295730951
1,0.875976563,7.368347168,207.6497192,20,264,30,0.949367089,0.992785653
1,0.1875,24.1875,331.625,9,170,26,0.961038961,1.19159484
1,0,15,900,3,205,28,0.958333333,1.382488479
1,0,39.25,866.5,12,170,24,0.960526316,1.319893496
1,0.251953125,16.48046875,510.2460938,15,185,28,1,0.791191425
1,0.5,17,897.5,9,170,27,0.930555556,1.35254337
1,0.03125,24.24023438,644.8320313,26,155,28,0.957142857,1.39957199
1,0,27.5,696.75,7,205,29,0.961038961,1.106071591
1,0.875,26.875,260.375,6,238,26,0.987012987,1.016855485
1,0.25,10.75,302,5,170,31,1,1.125175809
1,0.815429688,37.98339844,820.3095703,23,230,32,0.961538462,1.11682139
1,0.094726563,16.23925781,370.4375,22,240,34,0.926829268,2.197096658
1,0,12,225,1,245,27,0.974358974,1.12
1,0,22.125,582.375,9,185,32,0.986842105,1.073440636
1,0,40.5,900,6,170,29,0.957746479,1.433691756
1,0.031494141,83.68768311,861.5682373,36,170,35,1.044117647,1.171034783
1,0.25,27.75,591.75,7,205,32,0.948051948,1.209138141
1,0,18,512.625,7,185,26,0.973684211,1.54724627
1,0.1875,53,476.5,9,240,27,0.948051948,1.198155239
1,0.3125,18.1875,554.25,9,230,35,1.01369863,1.196011761
1,0,22.875,460.25,7,155,32,0.985915493,1.2191582
1,1.25,35.75,709.5,7,205,26,1,1.211475092
1,0.328125,25.59375,611.265625,15,205,33,0.959459459,1.158610618
1,0,4.1875,133.09375,9,170,32,1.013888889,2.557916557
1,0.7890625,10.8515625,473.6132813,14,155,26,0.971830986,1.03679512
1,0.78125,13.01123047,733.6655273,31,170,35,0.970588235,1.759003677
1,0.03125,38.1105814,840.9482279,58,205,46,0.973333333,1.167662127
1,0.3125,26.25,750.8125,12,155,30,0.971428571,1.643761845
1,1.25,20,727.25,7,170,29,0.959459459,1.239486498
1,0.125,24.375,652.4375,11,155,28,0.985714286,0.760119545
1,0,57.03125,758.1875,14,205,32,1,1.280819892
1,0,19.5,634.5,5,170,25,0.971830986,1.563095692
1,0,68,502.75,5,170,29,0.933333333,1.35283939
1,1,20.5,208.5,3,170,35,0.98630137,1.142461485
1,1,35.5,516.5,4,155,28,1,0.985221675
1,0.046875,25.859375,877.3125,18,155,30,0.985714286,1.425349041
1,0,21.5,832.890625,19,145,25,0.957142857,1.618408995
1,0.196289063,27.84155273,688.3708496,27,185,29,0.97260274,1.635602956
1,0,34.75,834.75,9,155,25,0.971428571,1.227616162
1,0,29,675,7,185,28,1,1.132331031
1,0.5,32.125,617.6875,14,155,26,0.957746479,1.366167938
1,0.1328125,17.984375,384.1484375,13,170,27,1,1.322517727
1,0.03125,10.21875,315.3125,11,145,25,1,1.499104834
1,0,27,151,1,170,26,0.907894737,1.062271062
1,0.75,39.75,393.75,5,238,25,0.987012987,0.924156707
1,0.5,56.15625,887.59375,19,155,25,0.985714286,1.163653632
1,0.14453125,18.50976563,611.953125,26,205,30,0.96,1.399474788
1,0,33.5,566.5,4,185,31,1.014084507,1.233370288
1,0,29,900,3,155,27,0.957746479,1.861702128
1,2,28,900,3,170,24,0.971830986,1.258293297
1,0.751953125,12.73669434,343.2994385,19,264,30,0.949367089,0.976015816
1,1,7,29,1,185,26,1,1.014492754
1,0.125,32.953125,774.5625,15,155,26,1.029411765,1.20587643
1,0.002929688,26.15625,962.5029297,31,170,31,0.972972973,1.628928693
1,0,23.89453125,797.9350586,26,145,33,0.945945946,1.651544434
1,0.50390625,49.17578125,745.7226563,20,185,25,0.986666667,1.129001675
1,0,7,249.75,4,265,21,0.988095238,1.484420929
1,0.250183105,51.84777832,1054.336487,40,155,30,0.985714286,1.353288346
1,0,15.75,714,7,170,29,0.957746479,1.923076923
1,0,13,294,1,170,27,0.973333333,1.217798595
1,0,28,900,6,155,25,0.972222222,1.353026234
1,0.5,27.6328125,371.3359375,16,205,33,0.960526316,1.259500039
1,0,26,566.5,4,205,29,0.986486486,0.904977376
1,0,62.8125,881.09375,16,135,28,0.970588235,1.141132959
1,0,20,900,6,170,26,0.930555556,1.470588235
1,0,20,525.6875,11,155,28,0.906666667,1.576847267
1,0.5,6,554.5,4,170,28,0.959459459,1.201201201
1,0.375,26.375,459.25,8,170,26,0.961038961,1.229029498
1,0.25,23.6875,617.3984375,15,185,27,0.987341772,1.617803081
1,0.641601563,11.47253418,215.1680908,30,170,31,0.95890411,1.041025952
1,0,6,369,2,170,25,0.971830986,2.339181287
1,0.001953125,32.56933594,580.2988281,27,205,30,0.974025974,1.661087344
1,0,2,105.5,2,170,29,0.933333333,1.328273245
1,0,31.234375,851.109375,23,155,34,0.957142857,1.251824353
1,0,12.75,344.5,5,155,32,0.985915493,1.333333333
1,0.0625,37.2211628,781.8964558,55,205,46,0.973333333,1.189567318
1,0.3125,29.03125,512.375,14,155,23,1,0.975478841
1,0.0703125,36.5625,570.0078125,18,185,30,0.973333333,1.06687511
1,0,14,220,1,170,24,0.973684211,1.119894598
1,0,24.5,588,4,170,22,0.973333333,1.511627907
1,1,25.75,312.75,8,170,28,0.96,1.085583973
1,0,74,900,3,155,25,0.985507246,1.155327343
1,0.75,29.5,692.25,7,170,27,0.972972973,1.254066844
